"PROFIT_CENTER_GROUP_CODE","PROFIT_CENTER_GROUP_NAME","PROFIT_CENTER_KEY","PROFIT_CENTER_ID","PROFIT_CENTER_NAME","PC_LEVEL1_SORT","PC_LEVEL1_CATEGORY","PC_LEVEL2_SORT","PC_LEVEL2_CATEGORY","PC_LEVEL3_SORT","PC_LEVEL3_CATEGORY","PC_LEVEL4_SORT","PC_LEVEL4_CATEGORY","PC_LEVEL5_SORT","PC_LEVEL5_CATEGORY","PC_LEVEL6_SORT","PC_LEVEL6_CATEGORY","PC_LEVEL7_SORT","PC_LEVEL7_CATEGORY","PC_LEVEL8_SORT","PC_LEVEL8_CATEGORY","DLC_KEY","DLC_NAME","WAREHOUSE_LOAD_DATE"
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P380000-001","P380000","General Endowment",252,"Executive Vice President & Treasurer",293,"Treasurer of the Corporation",299,"Other Budgeted Expenses",300,"General Endowment",,"",,"",,"",,"","D_MITIMCO","MIT Investment Management Company",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P380000-001","P380000","General Endowment",242,"Executive Vice President & Treasurer",283,"Treasurer of the Corporation",289,"Other Budgeted Expenses",290,"General Endowment",,"",,"",,"",,"","D_MITIMCO","MIT Investment Management Company",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P380000-001","P380000","General Endowment",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",670,"Treasurer of the Corporation",684,"Other Budgeted Expenses",685,"General Endowment",,"",,"","D_MITIMCO","MIT Investment Management Company",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P380000-001","P380000","General Endowment",2,"Instruction & Departmental Research",3,"I&DR--Instruction (IPEDS)",3,"I&DR--Instruction (IPEDS)",,"",,"",,"",,"",,"","D_MITIMCO","MIT Investment Management Company",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P406800-001","P406800","Property",242,"Executive Vice President & Treasurer",355,"VP for Finance",358,"Controller",,"",,"",,"",,"",,"","D_PROPERTY","Property Office",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P406800-001","P406800","Property",252,"Executive Vice President & Treasurer",365,"VP for Finance",368,"Controller",,"",,"",,"",,"",,"","D_PROPERTY","Property Office",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P406800-001","P406800","Property",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_PROPERTY","Property Office",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P406800-001","P406800","Property",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",725,"VP for Finance",729,"Controller",730,"CONTROLLER",,"",,"","D_PROPERTY","Property Office",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P407030-001","P407030","Sourcing And Procurement",242,"Executive Vice President & Treasurer",355,"VP for Finance",363,"Financial Operations",,"",,"",,"",,"",,"","D_PROCURE","Procurement Office",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P407030-001","P407030","Sourcing And Procurement",252,"Executive Vice President & Treasurer",365,"VP for Finance",373,"Financial Operations",,"",,"",,"",,"",,"","D_PROCURE","Procurement Office",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P407030-001","P407030","Sourcing And Procurement",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_PROCURE","Procurement Office",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P407030-001","P407030","Sourcing And Procurement",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",725,"VP for Finance",736,"Financial Operations",739,"Sourcing and Procurement",,"",,"","D_PROCURE","Procurement Office",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P426000-001","P426000","Procurement Suspense",242,"Executive Vice President & Treasurer",355,"VP for Finance",363,"Financial Operations",,"",,"",,"",,"",,"","D_PROCURE","Procurement Office",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P426000-001","P426000","Procurement Suspense",252,"Executive Vice President & Treasurer",365,"VP for Finance",373,"Financial Operations",,"",,"",,"",,"",,"","D_PROCURE","Procurement Office",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P426000-001","P426000","Procurement Suspense",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_PROCURE","Procurement Office",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P426000-001","P426000","Procurement Suspense",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",725,"VP for Finance",736,"Financial Operations",739,"Sourcing and Procurement",,"",,"","D_PROCURE","Procurement Office",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P497400-001","P497400","Presidents House",252,"Executive Vice President & Treasurer",253,"Exec VP & Treas Office",258,"President's House",,"",,"",,"",,"",,"","D_GRAY","Gray House",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P497400-001","P497400","Presidents House",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_GRAY","Gray House",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P497400-001","P497400","Presidents House",242,"Executive Vice President & Treasurer",243,"Exec VP & Treas Office",248,"President's House",,"",,"",,"",,"",,"","D_GRAY","Gray House",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P497400-001","P497400","Presidents House",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",618,"Executive VP & Treasurer's Office",624,"President's House",,"",,"",,"","D_GRAY","Gray House",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P427031-001","P427031","Obfp-Retirement Release",242,"Executive Vice President & Treasurer",355,"VP for Finance",359,"Budget and Financial Analysis",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P427031-001","P427031","Obfp-Retirement Release",252,"Executive Vice President & Treasurer",365,"VP for Finance",369,"Budget and Financial Analysis",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P427031-001","P427031","Obfp-Retirement Release",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P427031-001","P427031","Obfp-Retirement Release",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",725,"VP for Finance",728,"Budget and Financial Analysis",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P427025-001","P427025","Obfp - Tuition Reclass",242,"Executive Vice President & Treasurer",355,"VP for Finance",359,"Budget and Financial Analysis",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P427025-001","P427025","Obfp - Tuition Reclass",252,"Executive Vice President & Treasurer",365,"VP for Finance",369,"Budget and Financial Analysis",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P427025-001","P427025","Obfp - Tuition Reclass",10,"Student Related",11,"SR--Student Related (IPEDS)",11,"SR--Student Related (IPEDS)",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P427025-001","P427025","Obfp - Tuition Reclass",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",725,"VP for Finance",728,"Budget and Financial Analysis",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P427020-001","P427020","Obfp-Grad Sfa",242,"Executive Vice President & Treasurer",355,"VP for Finance",359,"Budget and Financial Analysis",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P427020-001","P427020","Obfp-Grad Sfa",252,"Executive Vice President & Treasurer",365,"VP for Finance",369,"Budget and Financial Analysis",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P427020-001","P427020","Obfp-Grad Sfa",10,"Student Related",11,"SR--Student Related (IPEDS)",11,"SR--Student Related (IPEDS)",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P427020-001","P427020","Obfp-Grad Sfa",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",725,"VP for Finance",728,"Budget and Financial Analysis",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P427050-001","P427050","Obfp-Tel Equip",242,"Executive Vice President & Treasurer",355,"VP for Finance",359,"Budget and Financial Analysis",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P427050-001","P427050","Obfp-Tel Equip",252,"Executive Vice President & Treasurer",365,"VP for Finance",369,"Budget and Financial Analysis",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P427050-001","P427050","Obfp-Tel Equip",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P427050-001","P427050","Obfp-Tel Equip",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",725,"VP for Finance",728,"Budget and Financial Analysis",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P427015-001","P427015","Obfp-Unrestricted Gifts",242,"Executive Vice President & Treasurer",355,"VP for Finance",359,"Budget and Financial Analysis",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P427015-001","P427015","Obfp-Unrestricted Gifts",252,"Executive Vice President & Treasurer",365,"VP for Finance",369,"Budget and Financial Analysis",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P427015-001","P427015","Obfp-Unrestricted Gifts",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P427015-001","P427015","Obfp-Unrestricted Gifts",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",725,"VP for Finance",728,"Budget and Financial Analysis",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P427065-001","P427065","Obfp-Capital Principal",242,"Executive Vice President & Treasurer",355,"VP for Finance",359,"Budget and Financial Analysis",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P427065-001","P427065","Obfp-Capital Principal",252,"Executive Vice President & Treasurer",365,"VP for Finance",369,"Budget and Financial Analysis",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P427065-001","P427065","Obfp-Capital Principal",8,"Facilities",9,"DoF--Plant Operations (IPEDS)",9,"DoF--Plant Operations (IPEDS)",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P427065-001","P427065","Obfp-Capital Principal",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",725,"VP for Finance",728,"Budget and Financial Analysis",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P427030-001","P427030","Obfp-Professorship Release",242,"Executive Vice President & Treasurer",355,"VP for Finance",359,"Budget and Financial Analysis",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P427030-001","P427030","Obfp-Professorship Release",252,"Executive Vice President & Treasurer",365,"VP for Finance",369,"Budget and Financial Analysis",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P427030-001","P427030","Obfp-Professorship Release",2,"Instruction & Departmental Research",4,"I&DR--Academic Support (IPEDS)",4,"I&DR--Academic Support (IPEDS)",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P427030-001","P427030","Obfp-Professorship Release",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",725,"VP for Finance",728,"Budget and Financial Analysis",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P427060-001","P427060","Obfp-Capital Interest",242,"Executive Vice President & Treasurer",355,"VP for Finance",359,"Budget and Financial Analysis",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P427060-001","P427060","Obfp-Capital Interest",252,"Executive Vice President & Treasurer",365,"VP for Finance",369,"Budget and Financial Analysis",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P427060-001","P427060","Obfp-Capital Interest",8,"Facilities",9,"DoF--Plant Operations (IPEDS)",9,"DoF--Plant Operations (IPEDS)",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P427060-001","P427060","Obfp-Capital Interest",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",725,"VP for Finance",728,"Budget and Financial Analysis",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P427010-001","P427010","Obfp-Fund Drafts",242,"Executive Vice President & Treasurer",355,"VP for Finance",359,"Budget and Financial Analysis",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P427010-001","P427010","Obfp-Fund Drafts",252,"Executive Vice President & Treasurer",365,"VP for Finance",369,"Budget and Financial Analysis",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P427010-001","P427010","Obfp-Fund Drafts",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P427010-001","P427010","Obfp-Fund Drafts",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",725,"VP for Finance",728,"Budget and Financial Analysis",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P427045-001","P427045","Obfp-Misc Transfers",242,"Executive Vice President & Treasurer",355,"VP for Finance",359,"Budget and Financial Analysis",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P427045-001","P427045","Obfp-Misc Transfers",252,"Executive Vice President & Treasurer",365,"VP for Finance",369,"Budget and Financial Analysis",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P427045-001","P427045","Obfp-Misc Transfers",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P427045-001","P427045","Obfp-Misc Transfers",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",725,"VP for Finance",728,"Budget and Financial Analysis",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P427040-001","P427040","Obfp-Tuition Transfers",242,"Executive Vice President & Treasurer",355,"VP for Finance",359,"Budget and Financial Analysis",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P427040-001","P427040","Obfp-Tuition Transfers",252,"Executive Vice President & Treasurer",365,"VP for Finance",369,"Budget and Financial Analysis",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P427040-001","P427040","Obfp-Tuition Transfers",10,"Student Related",11,"SR--Student Related (IPEDS)",11,"SR--Student Related (IPEDS)",,"",,"",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P427040-001","P427040","Obfp-Tuition Transfers",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",725,"VP for Finance",728,"Budget and Financial Analysis",,"",,"",,"","D_OBFP","Office of Budget & Financial Planning",28-OCT-24
