"FCLT_BUILDING_ADDRESS_KEY","FCLT_BUILDING_KEY","FISCAL_PERIOD","FCLT_BUILDING_ADDRESS_HIST_KEY","BUILDING_NUMBER","ADDRESS_PURPOSE","ADDRESS_CITY_ID","IS_E911_ADDRESS","STREET_NUMBER","STREET_NUMBER_SUFFIX","PRE_DIRECTIONAL","STREET_NAME","STREET_SUFFIX","POST_DIRECTIONAL","CITY","STATE","POSTAL_CODE","WAREHOUSE_LOAD_DATE"
"W13-PARCL1","W13","201506","W13-PARCL1-201506","W13","PARCL1","","","MAS46","","","","","","","","02139",01-JAN-15
"W13-STREET","W13","201506","W13-STREET-201506","W13","STREET","","","46-52","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"E39-STREET","E39","201506","E39-STREET-201506","E39","STREET","","","290","","","MAIN","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E40-E911_1","E40","201506","E40-E911_1-201506","E40","E911_1","26457","","1","","","AMHERST","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E40-MAIL","E40","201506","E40-MAIL-201506","E40","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"E40-PARCL1","E40","201506","E40-PARCL1-201506","E40","PARCL1","","","AMH1","","","","","","","","02142",01-JAN-15
"E40-STREET","E40","201506","E40-STREET-201506","E40","STREET","26457","","1","","","AMHERST","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E48-E911_1","E48","201506","E48-E911_1-201506","E48","E911_1","5406","","238","","","MAIN","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E48-E911_2","E48","201506","E48-E911_2-201506","E48","E911_2","","","242","","","MAIN","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E48-E911_3","E48","201506","E48-E911_3-201506","E48","E911_3","","","250","","","MAIN","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E48-E911_4","E48","201506","E48-E911_4-201506","E48","E911_4","","","226","","","MAIN","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E48-MAIL","E48","201506","E48-MAIL-201506","E48","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"E48-PARCL1","E48","201506","E48-PARCL1-201506","E48","PARCL1","","","MAI238","","","","","","","","02142",01-JAN-15
"E48-STREET","E48","201506","E48-STREET-201506","E48","STREET","5406","","238","","","MAIN","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E51-E911_1","E51","201506","E51-E911_1-201506","E51","E911_1","739","","70","","","MEMORIAL","DR","","CAMBRIDGE","MA","02142",01-JAN-15
"E51-MAIL","E51","201506","E51-MAIL-201506","E51","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"E51-PARCL1","E51","201506","E51-PARCL1-201506","E51","PARCL1","","","MEM70A","","","","","","","","02142",01-JAN-15
"E51-STREET","E51","201506","E51-STREET-201506","E51","STREET","739","","70","","","MEMORIAL","DR","","CAMBRIDGE","MA","02142",01-JAN-15
"E52-E911_1","E52","201506","E52-E911_1-201506","E52","E911_1","740","","50","","","MEMORIAL","DR","","CAMBRIDGE","MA","02142",01-JAN-15
"E52-MAIL","E52","201506","E52-MAIL-201506","E52","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"E52-PARCL1","E52","201506","E52-PARCL1-201506","E52","PARCL1","","","WAD30","","","","","","","","02142",01-JAN-15
"E52-STREET","E52","201506","E52-STREET-201506","E52","STREET","740","","50","","","MEMORIAL","DR","","CAMBRIDGE","MA","02142",01-JAN-15
"E53-E911_1","E53","201506","E53-E911_1-201506","E53","E911_1","26368","","30","","","WADSWORTH","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E53-MAIL","E53","201506","E53-MAIL-201506","E53","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"E53-PARCL1","E53","201506","E53-PARCL1-201506","E53","PARCL1","","","WAD30","","","","","","","","02142",01-JAN-15
"E53-PARCL2","E53","201506","E53-PARCL2-201506","E53","PARCL2","","","MAI180","","","","","","","","02142",01-JAN-15
"E53-STREET","E53","201506","E53-STREET-201506","E53","STREET","26368","","30","","","WADSWORTH","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E55-E911_1","E55","201506","E55-E911_1-201506","E55","E911_1","25041","","60","","","WADSWORTH","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E55-MAIL","E55","201506","E55-MAIL-201506","E55","MAIL","","","EASTGATE","","","","","","","","02142",01-JAN-15
"E55-PARCL1","E55","201506","E55-PARCL1-201506","E55","PARCL1","","","MAI206","","","","","","","","02142",01-JAN-15
"E55-STREET","E55","201506","E55-STREET-201506","E55","STREET","25041","","60","","","WADSWORTH","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E60-E911_1","E60","201506","E60-E911_1-201506","E60","E911_1","6394","","30","","","MEMORIAL","DR","","CAMBRIDGE","MA","02142",01-JAN-15
"E60-MAIL","E60","201506","E60-MAIL-201506","E60","MAIL","6394","","30","","","MEMORIAL","DR","","CAMBRIDGE","MA","02142",01-JAN-15
"E60-PARCL1","E60","201506","E60-PARCL1-201506","E60","PARCL1","","","MEM30","","","","","","","","02142",01-JAN-15
"E60-STREET","E60","201506","E60-STREET-201506","E60","STREET","6394","","30","","","MEMORIAL","DR","","CAMBRIDGE","MA","02142",01-JAN-15
"E62-E911_1","E62","201506","E62-E911_1-201506","E62","E911_1","31706","","100","","","MAIN","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E62-MAIL","E62","201506","E62-MAIL-201506","E62","MAIL","31706","","100","","","MAIN","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E62-STREET","E62","201506","E62-STREET-201506","E62","STREET","31706","","100","","","MAIN","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E70-E911_1","E70","201506","E70-E911_1-201506","E70","E911_1","4149","","1","","","BROADWAY","","","CAMBRIDGE","MA","02142",01-JAN-15
"E70-MAIL","E70","201506","E70-MAIL-201506","E70","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"E70-STREET","E70","201506","E70-STREET-201506","E70","STREET","4149","","1","","","BROADWAY","","","CAMBRIDGE","MA","02142",01-JAN-15
"E90-E911_1","E90","201506","E90-E911_1-201506","E90","E911_1","","","1","","","MAIN","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E90-STREET","E90","201506","E90-STREET-201506","E90","STREET","","","1","","","MAIN","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"EE19-E911_1","EE19","201506","EE19-E911_1-201506","EE19","E911_1","","","1","","","ROGERS","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"EE19-STREET","EE19","201506","EE19-STREET-201506","EE19","STREET","","","1","","","ROGERS","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"EE20-E911_1","EE20","201506","EE20-E911_1-201506","EE20","E911_1","","","1","","","CHARLES","PARK","","CAMBRIDGE","MA","02142",01-JAN-15
"EE20-STREET","EE20","201506","EE20-STREET-201506","EE20","STREET","","","1","","","CHARLES","PARK","","CAMBRIDGE","MA","02142",01-JAN-15
"N4-E911_1","N4","201506","N4-E911_1-201506","N4","E911_1","717","","32","","","ALBANY","ST","","CAMBRIDGE","MA","02139",01-JAN-15
"N4-MAIL","N4","201506","N4-MAIL-201506","N4","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"N4-PARCL1","N4","201506","N4-PARCL1-201506","N4","PARCL1","","","ALB2&2R","","","","","","","","02142",01-JAN-15
"N4-PARCL2","N4","201506","N4-PARCL2-201506","N4","PARCL2","","","ALB36&36R","","","","","","","","02142",01-JAN-15
"N4-STREET","N4","201506","N4-STREET-201506","N4","STREET","717","","32","","","ALBANY","ST","","CAMBRIDGE","MA","02139",01-JAN-15
"N9-E911_1","N9","201506","N9-E911_1-201506","N9","E911_1","681","","68","","","ALBANY","ST","","CAMBRIDGE","MA","02139",01-JAN-15
"N9-MAIL","N9","201506","N9-MAIL-201506","N9","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"N9-PARCL1","N9","201506","N9-PARCL1-201506","N9","PARCL1","","","ALB68","","","","","","","","02142",01-JAN-15
"N9-PARCL2","N9","201506","N9-PARCL2-201506","N9","PARCL2","","","MAS149","","","","","","","","02142",01-JAN-15
"N9-STREET","N9","201506","N9-STREET-201506","N9","STREET","681","","68","","","ALBANY","ST","","CAMBRIDGE","MA","02139",01-JAN-15
"N10-E911_1","N10","201506","N10-E911_1-201506","N10","E911_1","680","","155","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"N10-MAIL","N10","201506","N10-MAIL-201506","N10","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"N10-PARCL1","N10","201506","N10-PARCL1-201506","N10","PARCL1","","","MAS149","","","","","","","","02142",01-JAN-15
"N10-STREET","N10","201506","N10-STREET-201506","N10","STREET","680","","155","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"N16-E911_1","N16","201506","N16-E911_1-201506","N16","E911_1","29840","","60","","","ALBANY","ST","","CAMBRIDGE","MA","02139",01-JAN-15
"N16-MAIL","N16","201506","N16-MAIL-201506","N16","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"N16-PARCL1","N16","201506","N16-PARCL1-201506","N16","PARCL1","","","ALB60","","","","","","","","02142",01-JAN-15
"N16-STREET","N16","201506","N16-STREET-201506","N16","STREET","29840","","60","","","ALBANY","ST","","CAMBRIDGE","MA","02139",01-JAN-15
"N16A-E911_1","N16A","201506","N16A-E911_1-201506","N16A","E911_1","29840","","60","","","ALBANY","ST","","CAMBRIDGE","MA","02139",01-JAN-15
"N16A-MAIL","N16A","201506","N16A-MAIL-201506","N16A","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"N16A-STREET","N16A","201506","N16A-STREET-201506","N16A","STREET","29840","","60","","","ALBANY","ST","","CAMBRIDGE","MA","02139",01-JAN-15
"N16B-E911_1","N16B","201506","N16B-E911_1-201506","N16B","E911_1","29840","","60","","","ALBANY","ST","","CAMBRIDGE","MA","02139",01-JAN-15
"N16B-MAIL","N16B","201506","N16B-MAIL-201506","N16B","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"N16B-STREET","N16B","201506","N16B-STREET-201506","N16B","STREET","29840","","60","","","ALBANY","ST","","CAMBRIDGE","MA","02139",01-JAN-15
"N16C-E911_1","N16C","201506","N16C-E911_1-201506","N16C","E911_1","29840","","60","","","ALBANY","ST","","CAMBRIDGE","MA","02139",01-JAN-15
"N16C-MAIL","N16C","201506","N16C-MAIL-201506","N16C","MAIL","","","77","","","MASSACHUSETTS","AVE","(Rear)","CAMBRIDGE","MA","02139",01-JAN-15
"N16C-STREET","N16C","201506","N16C-STREET-201506","N16C","STREET","29840","","60","","","ALBANY","ST","","CAMBRIDGE","MA","02139",01-JAN-15
"N51-E911_1","N51","201506","N51-E911_1-201506","N51","E911_1","31042","","275","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"N51-MAIL","N51","201506","N51-MAIL-201506","N51","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"N51-PARCL1","N51","201506","N51-PARCL1-201506","N51","PARCL1","","","MAS275","","","","","","","","02139",01-JAN-15
"N51-STREET","N51","201506","N51-STREET-201506","N51","STREET","31042","","275","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"N52-E911_1","N52","201506","N52-E911_1-201506","N52","E911_1","643","","265","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"N52-MAIL","N52","201506","N52-MAIL-201506","N52","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"N52-PARCL1","N52","201506","N52-PARCL1-201506","N52","PARCL1","","","MAS265","","","","","","","","02139",01-JAN-15
"N52-STREET","N52","201506","N52-STREET-201506","N52","STREET","643","","265","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"N57-E911_1","N57","201506","N57-E911_1-201506","N57","E911_1","26502","","1","","","STATE","ST","","CAMBRIDGE","MA","02139",01-JAN-15
"N57-MAIL","N57","201506","N57-MAIL-201506","N57","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
