"FCLT_ORGANIZATION_HIST_KEY","FISCAL_PERIOD","FCLT_ORGANIZATION_KEY","ORGANIZATION_ID","ORGANIZATION","ORGANIZATION_NAME","FCLT_ORG_PARENT_KEY","ORG_PARENT","FCLT_MAJOR_ORG_KEY","MAJOR_ORG","ORGANIZATION_LEVEL","ORGANIZATION_NUMBER","ORGANIZATION_SORT","ASSIGNABLE","COURSE","DESCRIPTION","WAREHOUSE_LOAD_DATE","DLC_KEY","DLC_NAME","HR_DEPARTMENT_CODE_OLD","HR_ORG_UNIT_ID","HR_DEPARTMENT_NAME"
"250-201506","201506","250","250","SPEC L","SPECTROSCOPY LAB","246","S SCI","230","PROVST","5","159500","0101060198","1","","",01-JAN-15,"D_SPEC","Spectroscopy Laboratory","159500","10000543","Spectroscopy Laboratory"
"251-201506","201506","251","251","SSRCTR","SOCIOTECH SYS RSCH CTR","243","S ENG","230","PROVST","5","069400","0101060072","1","","MIT Socio-technical Systems Research Center",01-JAN-15,"D_SSRC","Sociotechnical Systems Research Center","069400","10000349","Sociotechnical Systems Research Center"
"252-201506","201506","252","252","SSSV","STUDENT SUPP SV","152","DUE","129","CHNCLR","5","441200","0101030426","1","","",01-JAN-15,"D_SSS","Student Support Services","441200","10000729","Student Support Services"
"253-201506","201506","253","253","ST&S","SCI TECH&SOCIETY","244","S H&SS","230","PROVST","5","097000","0101060153","1","STS","",01-JAN-15,"D_STS","Program In Science, Technology & Society","097000","10000370","Prog in Science, Technology, & Society"
"254-201506","201506","254","254","STUACT","STU ACTIVITIES","151","DSL","129","CHNCLR","5","441600","0101030330","1","","",01-JAN-15,"D_SLP","Student Life Programs","441600","10002535","Student Activities"
"255-201506","201506","255","255","STUFIN","STU FINANCE SVCS","152","DUE","129","CHNCLR","5","449000","0101030430","1","","",01-JAN-15,"D_SFS","Student Financial Services","449000","10000768","Student Financial Services"
"256-201506","201506","256","256","STUSVC","STU SERVICES CTR","152","DUE","129","CHNCLR","5","447000","0101030433","1","","",01-JAN-15,"D_SFS","Student Financial Services","","",""
"257-201506","201506","257","257","T&LL","TEACH & LRN LAB","152","DUE","129","CHNCLR","5","441700","0101030435","1","","",01-JAN-15,"D_TLL","Teaching and Learning Lab","441700","10000743","Teaching & Learning Laboratory"
"258-201506","201506","258","258","TCHREV","TECHNOLOGY REVIEW","271","ZORG","271","ZORG","4","876000","0101120010","1","","",01-JAN-15,"D_TECHREVIEW","Technology Review","876000","10000920","Technology Review"
"259-201506","201506","259","259","TERRAS","TERRASCOPE","152","DUE","129","CHNCLR","5","060085","0101030437","1","","",01-JAN-15,"D_ISP","Integrated Studies Program","060085","10000289","Terrascope"
"260-201506","201506","260","260","TPP","TECH & POLICY PRGM","243","S ENG","230","PROVST","5","069900","0101060133","1","","",01-JAN-15,"D_TPP","Technology & Policy Program","069900","10000356","Technology and Policy Program"
"261-201506","201506","261","261","UA&AP","UND ADV&ACAD PR","152","DUE","129","CHNCLR","5","444000","0101030439","1","","",01-JAN-15,"D_UAAP","Undergraduate Advising and Academic Programs","444000","10002634","Undergraduate Advising and Academic Prog"
"262-201506","201506","262","262","US&P","URBAN ST & PLAN","247","SAP","230","PROVST","5","035000","0101060048","1","11","",01-JAN-15,"D_DUSP","Urban Studies & Planning","035000","10000273","Urban Studies & Planning"
"263-201506","201506","263","263","VP-DEV","VP-RESOURCE DEV","163","EXECVP","163","EXECVP","4","410000","0101030675","1","","",01-JAN-15,"D_RESDEV","Vice President for Resource Development","410000","10000658","Vice Pres for Resource Development"
"264-201506","201506","264","264","VP-FIN","VP-FINANCE","163","EXECVP","163","EXECVP","4","422200","0101030657","1","","",01-JAN-15,"D_VPFINANCE","Vice President for Finance","","",""
"265-201506","201506","265","265","VP-HUM","VP-HUMAN RES","163","EXECVP","163","EXECVP","4","409100","0101030660","1","","",01-JAN-15,"D_HR","Human Resources Department","409100","10000655","Vice President for Human Resources"
"266-201506","201506","266","266","VP-RES","VP-RSCH","230","PROVST","230","PROVST","4","401860","0101060204","1","","",01-JAN-15,"D_VPRESOFF","Office of the Vice President of Research","401860","10000935","VP & Dean for Research"
"267-201506","201506","267","267","VP-SCP","VP &SCTY OF CORP","224","PRES","267","VP-SCP","4","402500","0101090003","1","","",01-JAN-15,"D_VP_SEC_CORP","VP and Secretary of the Corporation","402500","10000615","Secretary of the Corporation"
"268-201506","201506","268","268","W&G ST","WOMEN & GENDER STUDIES","244","S H&SS","230","PROVST","5","090010","0101060154","1","21","",01-JAN-15,"D_CMS","Comparative Media Studies/Writing","090010","10004384","MIT Program in Women's & Gender Studies"
"269-201506","201506","269","269","WALLAC","WALLACE ASTRO OB","266","VP-RES","230","PROVST","5","150200","0101060242","1","","",01-JAN-15,"D_WALLACE","Wallace Observatory","","",""
"271-201506","201506","271","271","ZORG","ZORG ICR ONLY","224","PRES","271","ZORG","3","","0101120000","1","","",01-JAN-15,"D_UNDEF","Undefined - no DLC","","",""
"272-201506","201506","272","272","OCR","OFFICE OF CORPORATE RELATIONS","109","APROV","230","PROVST","5","413000","0101060005","1","","Office Of Corporate Relations",01-JAN-15,"D_RESDEV","Vice President for Resource Development","413000","10000671","Corporate Relations/Indust Liaison Prog"
"144-201507","201507","144","144","D-GRAD","DEAN-GRAD STU","129","CHNCLR","129","CHNCLR","4","402200","0101030100","1","","",01-FEB-15,"D_DEANGRAD","Dean Of The Grad School Office","402200","10000613","Ofc of the Dean for Graduate Education"
"145-201507","201507","145","145","DCM","DIV OF COMP MED","266","VP-RES","230","PROVST","5","402100","0101060213","1","","",01-FEB-15,"D_COMPMED","Division Of Comparative Medicine","402100","10000612","Division of Comparative Medicine"
"146-201507","201507","146","146","DIBNER","DIBNER INSTITUTE","217","OTHNON","217","OTHNON","4","401100","0101031506","1","","",01-FEB-15,"D_DIBNER","Dibner Institute","401100","10000596","Dibner Institute"
"147-201507","201507","147","147","DINING","CAMPUS DINING","151","DSL","129","CHNCLR","5","801000","0101030304","1","","",01-FEB-15,"D_DINING","Campus Dining","801000","10000889","Dining"
"148-201507","201507","148","148","DIRLIB","DIR OF LIBRARIES","230","PROVST","230","PROVST","4","270000","0101060015","1","","",01-FEB-15,"D_LIBRARIES","Libraries","","",""
"149-201507","201507","149","149","DOF","DP OF FACILITIES","150","DOFADM","163","EXECVP","5","591000","0101030624","0","","",01-FEB-15,"D_FACILITIES","Department of Facilities","591000","10000853","Department of Facilities"
"150-201507","201507","150","150","DOFADM","DP OF FACIL ADM","163","EXECVP","163","EXECVP","4","592000","0101030621","1","","",01-FEB-15,"D_FACILITIES","Department of Facilities","","",""
"151-201507","201507","151","151","DSL","DEAN-STU LIFE","129","CHNCLR","129","CHNCLR","4","442000","0101030300","1","","",01-FEB-15,"D_DSL:HQ","Dean for Student Life - Headquarters","442000","10000745","Dean for Student Life"
"152-201507","201507","152","152","DUE","DEAN-UNDERGRD ED","129","CHNCLR","129","CHNCLR","4","441000","0101030400","1","","",01-FEB-15,"D_DUE:HQ","DUE HQ","441000","10000722","Dean for Undergraduate Education"
"153-201507","201507","153","153","EA&PS","EARTH ATMO&PL SC","246","S SCI","230","PROVST","5","153000","0101060183","1","12","",01-FEB-15,"D_EAPS","Earth, Atmospheric & Planetary Sciences","153000","10000527","Earth, Atmospheric &  Planetary Sciences"
"154-201507","201507","154","154","ECONOM","ECONOMICS","244","S H&SS","230","PROVST","5","091000","0101060141","1","14","",01-FEB-15,"D_ECO","Economics","091000","10000359","Economics"
"155-201507","201507","155","155","EDGCTR","EDGERTON CENTER","152","DUE","129","CHNCLR","5","440100","0101030406","1","","",01-FEB-15,"D_EDGERTON","Edgerton Center","440100","10000721","Edgerton Center"
"156-201507","201507","156","156","EE&CS","ELEC ENG&COMP SC","243","S ENG","230","PROVST","5","064000","0101060084","1","6","",01-FEB-15,"D_EECS","Electrical Engineering & Computer Science","064000","10000322","Electrical Engineering-Computer Science"
"157-201507","201507","157","157","EHS","ENV HLTH & SAFE","163","EXECVP","163","EXECVP","4","392000","0101030631","1","","",01-FEB-15,"D_EHSO","Environment, Health and Safety Office","392000","10000591","Environment, Health & Safety Office"
"158-201507","201507","158","158","EI","ENERGY INITIATIV","266","VP-RES","230","PROVST","5","320000","0101060216","1","","",01-FEB-15,"D_LFEE","MIT Energy Initiative","320000","10000582","MIT Energy Initiative"
"159-201507","201507","159","159","ENDCTT","ENDICOTT HOUSE","160","ENTSVC","129","CHNCLR","6","872500","0101030312","1","","",01-FEB-15,"D_ENDICOTT","Endicott House","872500","10000912","Endicott House"
"160-201507","201507","160","160","ENTSVC","ENTERPRISE SERVICES","151","DSL","129","CHNCLR","5","406200","0101030308","1","","",01-FEB-15,"D_ENTSRVCS","Enterprise Services","406200","10000648","Enterprise Services"
"161-201507","201507","161","161","ESDHQ","ENG SYS DIV HQTR","243","S ENG","230","PROVST","5","068100","0101060087","1","ESD","",01-FEB-15,"D_ENGSYS","Engineering Systems Division","068100","10000333","Engineering Systems Division"
"162-201507","201507","162","162","ESTDY","EXPER STUDY GRP","152","DUE","129","CHNCLR","5","159000","0101030407","1","","",01-FEB-15,"D_ESG","Experimental Study Group","159000","10000541","Experimental Study Group"
"163-201507","201507","163","163","EXECVP","EXEC VICE PRES","224","PRES","163","EXECVP","3","404500","0101030600","1","","",01-FEB-15,"D_EXECVP","Executive Vice President's Office","404500","10000622","Executive Vice President and Treasurer"
"164-201507","201507","164","164","F CLUB","FACULTY CLUB","147","DINING","129","CHNCLR","6","873000","0101030305","1","","",01-FEB-15,"D_DINING","Campus Dining","","",""
"165-201507","201507","165","165","FBML","F BITTER MAG LAB","266","VP-RES","230","PROVST","5","265000","0101060219","1","","",01-FEB-15,"D_MAGLAB","Francis Bitter Magnet Laboratory","265000","10000576","Francis Bitter Magnet Laboratory"
"166-201507","201507","166","166","FINANC","OFF OF BUDGT&FIN","163","EXECVP","163","EXECVP","4","427000","0101030640","1","","",01-FEB-15,"D_OBFP","Office of Budget & Financial Planning","427000","10000705","Budget and Financial Planning"
"167-201507","201507","167","167","FOR L&L","FOREIGN LANGUAGE & LITERATURE","244","S H&SS","230","PROVST","5","093300","0101060142","1","21F","",01-FEB-15,"D_FLL","Foreign Languages & Literature","093300","10000362","Global Studies and Languages"
"168-201507","201507","168","168","FSS","FINANC SYS SVCS","179","IS&T","163","EXECVP","5","421200","0101030638","1","","",01-FEB-15,"D_IS&T","Information Services and Technology","421200","10000682","Financial Systems Services"
"169-201507","201507","169","169","HAYSTK","HAYSTACK OBS","266","VP-RES","230","PROVST","5","401710","0101060222","1","","",01-FEB-15,"D_HAYSTACK","Haystack Observatory","401710","10000601","Haystack Observatory"
"170-201507","201507","170","170","HHMI","HH MEDICAL INST","271","ZORG","271","ZORG","4","","0101120006","1","","",01-FEB-15,"D_HHMI","Howard Hughes Medical Institute","","",""
"171-201507","201507","171","171","HIST","HISTORY","244","S H&SS","230","PROVST","5","093400","0101060143","1","21H","",01-FEB-15,"D_HISTORY","History","093400","10000363","History Section"
"172-201507","201507","172","172","HMNRES","HUMAN RESOURCES","265","VP-HUM","163","EXECVP","5","409000","0101030663","1","","",01-FEB-15,"D_HR","Human Resources Department","409000","10000653","Human Resources"
"174-201507","201507","174","174","HUMAN","HUMANITIES","244","S H&SS","230","PROVST","5","093000","0101060144","1","21","",01-FEB-15,"D_DHSS","Dean of Humanities & Social Sciences","","",""
"175-201507","201507","175","175","IMES","INST MED E & SCI","243","S ENG","230","PROVST","5","061901","0101060093","1","IMES","Institute For Medical Engineering & Science",01-FEB-15,"D_IMES","Institute for Medical Engineering and Science","061901","10004284","Institute for Medical Eng. and Science"
"176-201507","201507","176","176","INSTPF","INST PROFESSORS","271","ZORG","271","ZORG","4","010000","0101120009","1","","",01-FEB-15,"D_INST_PROF","Institute Professors","010000","10000265","Institute Professors"
"177-201507","201507","177","177","INVEST","INVEST MGMT CO","163","EXECVP","163","EXECVP","4","420000","0101030639","1","","",01-FEB-15,"D_MITIMCO","MIT Investment Management Company","420000","10000673","MIT Investment Management Company"
"178-201507","201507","178","178","IPC","IND PERFORM CTR","243","S ENG","230","PROVST","5","060300","0101060090","1","","",01-FEB-15,"D_NUCENG","Nuclear Science and Engineering","060300","10000292","Industrial Performance Center"
"179-201507","201507","179","179","IS&T","INFO SVCS & TECH","163","EXECVP","163","EXECVP","4","404400","0101030637","1","","",01-FEB-15,"D_IS&T","Information Services and Technology","404400","10000621","HQ, Information Systems & Technology"
"180-201507","201507","180","180","ISN","INST SLDR NANOTECH","266","VP-RES","230","PROVST","5","417000","0101060223","1","","",01-FEB-15,"D_ISN","Institute for Soldier Nanotechnologies","417000","10000933","Institute for Soldier Nanotechnologies"
"181-201507","201507","181","181","KAVLI","K I FOR AST&SP R","246","S SCI","230","PROVST","5","159600","0101060187","1","","",01-FEB-15,"D_CSR","Kavli Institute for Astrophysics & Space Research","159600","10000544","Kavli Inst for Astrophysics & Space Rsrh"
"182-201507","201507","182","182","KIICR","KOCH INS INT C R","246","S SCI","230","PROVST","5","159700","0101060188","1","","",01-FEB-15,"D_KI","Koch Institute for Integrative Cancer Research","","",""
"183-201507","201507","183","183","LCS","LAB FOR COMP SC","243","S ENG","230","PROVST","5","068600","0101060096","1","","",01-FEB-15,"D_CSAIL","Computer Sciences and Artificial Intelligence Lab","","",""
"184-201507","201507","184","184","LE&ES","LAB FOR E&E SYS","237","RLE","230","PROVST","6","069300","0101060235","1","","",01-FEB-15,"D_RLE","Research Lab Of Electronics","069300","10000348","Lab for Electromagnetic Electronic Sys"
"186-201507","201507","186","186","LGO-SDM","LDRS GBL OPS-SYS DSN MGMT","243","S ENG","230","PROVST","5","170000","0101060108","1","","Leaders for Global Operations-Systems Design Management",01-FEB-15,"D_LGO","Leaders for Global Operations","170000","10000554","Leaders for Global Operations Program"
"187-201507","201507","187","187","LI&DS","LAB INFO&DEC SYS","243","S ENG","230","PROVST","5","068700","0101060105","1","","",01-FEB-15,"D_LIDS","Laboratory for Information & Decision Systems","068700","10000338","Lab for Information & Decision Systems"
"188-201507","201507","188","188","LI&PHL","LING & PHIL","244","S H&SS","230","PROVST","5","094000","0101060147","1","24","",01-FEB-15,"D_L&P","Linguistics & Philosophy","094000","10000367","Linguistics & Philosophy"
"189-201507","201507","189","189","LIBRAR","LIBRARIES","148","DIRLIB","230","PROVST","5","271000","0101060018","1","","",01-FEB-15,"D_LIBRARIES","Libraries","271000","10000579","Libraries"
"190-201507","201507","190","190","LICENC","TECH LICENSE OFF","109","APROV","230","PROVST","5","404000","0101060004","1","","",01-FEB-15,"D_TLO","Techology Licensing Office","404000","10000618","Technology Licensing Office"
"191-201507","201507","191","191","LINCLB","LINCOLN LAB","266","VP-RES","230","PROVST","5","310000","0101060260","1","","",01-FEB-15,"D_LINCOLN","Lincoln Laboratory","310000","10000581","Lincoln Laboratory"
"192-201507","201507","192","192","LIST","LIST VIS ART CTR","108","APRART","230","PROVST","5","401812","0101060009","1","","",01-FEB-15,"D_LVA","List Visual Arts Center","401812","10000605","List Visual Arts Center"
"193-201507","201507","193","193","LIT","LITERATURE","244","S H&SS","230","PROVST","5","093600","0101060148","1","21L","",01-FEB-15,"D_LIT","Literature","093600","10000364","Literature Section"
"194-201507","201507","194","194","LM&P","LAB FOR MFG&PROD","199","MECH","230","PROVST","6","069700","0101060122","1","","",01-FEB-15,"D_MECHE","Mechanical Engineering","069700","10000352","Lab for Manufacturing & Productivity"
"195-201507","201507","195","195","LNS","LAB FOR NUCL SCI","246","S SCI","230","PROVST","5","159900","0101060189","1","","",01-FEB-15,"D_LNS","Laboratory for Nuclear Science","159900","10000547","Laboratory for Nuclear Science"
"196-201507","201507","196","196","M&T ART","MUSIC & THEATER ART","244","S H&SS","230","PROVST","5","093700","0101060149","1","21M","",01-FEB-15,"D_MTA","Music & Theater Arts","093700","10000365","Music and Theater Arts Section"
"197-201507","201507","197","197","MATH","MATHEMATICS","246","S SCI","230","PROVST","5","154000","0101060192","1","18","",01-FEB-15,"D_MATHS","Mathematics","154000","10000533","Mathematics"
