"DEGREE_CODE","DEGREE_DESC","DEGREE_DESC_SHORT","DEGREE_TYPE","DEGREE_TYPE_DESC","DEGREE_WEIGHT","FROM_TERM","THRU_TERM","DEPARTMENT","DEPT_NAME_IN_COMMENCEMENT_BK","SCHOOL_NAME_IN_COMMENCEMENT_BK","COURSE","COURSE_LEVEL","IS_DOUBLE_MAJOR","COMMENCEMENT_BK_COURSE_ROMAN","COMMENCEMENT_BK_SEE_ALSO","DEGREE_LAST_ACTIVITY_DATE","COURSE_LAST_ACTIVITY_DATE","WAREHOUSE_LOAD_DATE"
"SM1WB","Master of Science in Biological Oceanography Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Master of Science in Biological Oceanography Jointly by MIT-WHOI","SM","Master of Science",3,"2004FA","999999","1","Department of Civil and Environmental Engineering","School of Engineering","1 WM","G","N","Course I","S.M., W.H.O.I.",24-OCT-03,24-OCT-03,28-OCT-24
"SM15MR","Master of Science in Management Research","Master of Science in Management Research","SM","Master of Science",3,"2013FA","999999","15","Sloan School of Management","Sloan School of Management","15 D","G","N","Course XV","S.M., Mgt. Research",25-SEP-12,25-SEP-12,28-OCT-24
"SM12GM","Master of Science in Geophysics","Master of Science in Geophysics","SM","Master of Science",3,"2012SU","2023SP","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 GM","G","N","Course XII","S.M.(Geophysics), Course XII",24-OCT-23,25-JUN-12,28-OCT-24
"SM4ACT","Master of Science in Art, Culture and Technology","Master of Science in Art, Culture and Technology","SM","Master of Science",3,"2012FA","999999","4","Department of Architecture","School of Architecture and Planning","4 CTM","G","N","Course IV","S.M. Art, Culture and Tech., Course 4",25-JUL-11,13-JAN-16,28-OCT-24
"SM4ACT","Master of Science in Art, Culture and Technology","Master of Science in Art, Culture and Technology","SM","Master of Science",3,"2012FA","999999","4","Department of Architecture","School of Architecture and Planning","4","G","N","Course IV","S.M. Art, Culture and Tech., Course IV",25-JUL-11,12-SEP-11,28-OCT-24
"SM4ACT","Master of Science in Art, Culture and Technology","Master of Science in Art, Culture and Technology","SM","Master of Science",3,"2012FA","999999","4","Department of Architecture","School of Architecture and Planning","4 M","G","N","Course IV","S.M. Art, Culture and Tech., Course 4",25-JUL-11,08-SEP-11,28-OCT-24
"SM7MBM","Master of Science in Microbiology","Master of Science in Microbiology","SM","Master of Science",3,"2009FA","999999","7","Department of Biology","School of Science","7 MBM","G","N","Course VII","S.M. (Microbiology), Course VII",26-OCT-07,26-OCT-07,28-OCT-24
"SM12WM","Master of Science in Marine Geology and Geophysics Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Master of Science in Marine Geology and Geophysics Jointly by MIT-WHOI","SM","Master of Science",3,"2004FA","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 GWM","G","N","Course XII","S.M., W.H.O.I.",24-OCT-03,24-OCT-03,28-OCT-24
"SM12WM","Master of Science in Marine Geology and Geophysics Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Master of Science in Marine Geology and Geophysics Jointly by MIT-WHOI","SM","Master of Science",3,"2004FA","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 FWM","G","N","Course XII","S.M., W.H.O.I.",24-OCT-03,24-OCT-03,28-OCT-24
"SM12WM","Master of Science in Marine Geology and Geophysics Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Master of Science in Marine Geology and Geophysics Jointly by MIT-WHOI","SM","Master of Science",3,"2004FA","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 EWD","G","N","Course XII","S.M., W.H.O.I.",24-OCT-03,24-OCT-03,28-OCT-24
"SM12WM","Master of Science in Marine Geology and Geophysics Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Master of Science in Marine Geology and Geophysics Jointly by MIT-WHOI","SM","Master of Science",3,"2004FA","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 EWM","G","N","Course XII","S.M., W.H.O.I.",24-OCT-03,24-OCT-03,28-OCT-24
"SM12WM","Master of Science in Marine Geology and Geophysics Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Master of Science in Marine Geology and Geophysics Jointly by MIT-WHOI","SM","Master of Science",3,"2004FA","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 BWM","G","N","Course XII","S.M., W.H.O.I.",24-OCT-03,24-OCT-03,28-OCT-24
"SM12WM","Master of Science in Marine Geology and Geophysics Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Master of Science in Marine Geology and Geophysics Jointly by MIT-WHOI","SM","Master of Science",3,"2004FA","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 AWM","G","N","Course XII","S.M., W.H.O.I.",24-OCT-03,24-OCT-03,28-OCT-24
"SM12WM","Master of Science in Marine Geology and Geophysics Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Master of Science in Marine Geology and Geophysics Jointly by MIT-WHOI","SM","Master of Science",3,"2004FA","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 GWD","G","N","Course XII","S.M., W.H.O.I.",24-OCT-03,24-OCT-03,28-OCT-24
"SM12WM","Master of Science in Marine Geology and Geophysics Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Master of Science in Marine Geology and Geophysics Jointly by MIT-WHOI","SM","Master of Science",3,"2004FA","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 FWD","G","N","Course XII","S.M., W.H.O.I.",24-OCT-03,24-OCT-03,28-OCT-24
"SM12WM","Master of Science in Marine Geology and Geophysics Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Master of Science in Marine Geology and Geophysics Jointly by MIT-WHOI","SM","Master of Science",3,"2004FA","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 CWM","G","N","Course XII","S.M., W.H.O.I.",24-OCT-03,24-OCT-03,28-OCT-24
"SM12WM","Master of Science in Marine Geology and Geophysics Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Master of Science in Marine Geology and Geophysics Jointly by MIT-WHOI","SM","Master of Science",3,"2004FA","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 CWD","G","N","Course XII","S.M., W.H.O.I.",24-OCT-03,24-OCT-03,28-OCT-24
"SM12WM","Master of Science in Marine Geology and Geophysics Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Master of Science in Marine Geology and Geophysics Jointly by MIT-WHOI","SM","Master of Science",3,"2004FA","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 BWD","G","N","Course XII","S.M., W.H.O.I.",24-OCT-03,24-OCT-03,28-OCT-24
"SM12WM","Master of Science in Marine Geology and Geophysics Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Master of Science in Marine Geology and Geophysics Jointly by MIT-WHOI","SM","Master of Science",3,"2004FA","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 AWD","G","N","Course XII","S.M., W.H.O.I.",24-OCT-03,24-OCT-03,28-OCT-24
"SM12WC","Master of Science in Chemical Oceanography Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Master of Science in Chemical Oceanography Jointly by MIT-WHOI","SM","Master of Science",3,"2004FA","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 GWM","G","N","Course XII","S.M., W.H.O.I.",24-OCT-03,24-OCT-03,28-OCT-24
"SM12WC","Master of Science in Chemical Oceanography Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Master of Science in Chemical Oceanography Jointly by MIT-WHOI","SM","Master of Science",3,"2004FA","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 FWD","G","N","Course XII","S.M., W.H.O.I.",24-OCT-03,24-OCT-03,28-OCT-24
"SM12WC","Master of Science in Chemical Oceanography Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Master of Science in Chemical Oceanography Jointly by MIT-WHOI","SM","Master of Science",3,"2004FA","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 EWD","G","N","Course XII","S.M., W.H.O.I.",24-OCT-03,24-OCT-03,28-OCT-24
"SM12WC","Master of Science in Chemical Oceanography Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Master of Science in Chemical Oceanography Jointly by MIT-WHOI","SM","Master of Science",3,"2004FA","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 CWD","G","N","Course XII","S.M., W.H.O.I.",24-OCT-03,24-OCT-03,28-OCT-24
"SM12WC","Master of Science in Chemical Oceanography Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Master of Science in Chemical Oceanography Jointly by MIT-WHOI","SM","Master of Science",3,"2004FA","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 BWD","G","N","Course XII","S.M., W.H.O.I.",24-OCT-03,24-OCT-03,28-OCT-24
"SM12WC","Master of Science in Chemical Oceanography Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Master of Science in Chemical Oceanography Jointly by MIT-WHOI","SM","Master of Science",3,"2004FA","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 AWD","G","N","Course XII","S.M., W.H.O.I.",24-OCT-03,24-OCT-03,28-OCT-24
"SM12WC","Master of Science in Chemical Oceanography Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Master of Science in Chemical Oceanography Jointly by MIT-WHOI","SM","Master of Science",3,"2004FA","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 GWD","G","N","Course XII","S.M., W.H.O.I.",24-OCT-03,24-OCT-03,28-OCT-24
"SM12WC","Master of Science in Chemical Oceanography Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Master of Science in Chemical Oceanography Jointly by MIT-WHOI","SM","Master of Science",3,"2004FA","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 FWM","G","N","Course XII","S.M., W.H.O.I.",24-OCT-03,24-OCT-03,28-OCT-24
"SM12WC","Master of Science in Chemical Oceanography Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Master of Science in Chemical Oceanography Jointly by MIT-WHOI","SM","Master of Science",3,"2004FA","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 EWM","G","N","Course XII","S.M., W.H.O.I.",24-OCT-03,24-OCT-03,28-OCT-24
"SM12WC","Master of Science in Chemical Oceanography Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Master of Science in Chemical Oceanography Jointly by MIT-WHOI","SM","Master of Science",3,"2004FA","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 CWM","G","N","Course XII","S.M., W.H.O.I.",24-OCT-03,24-OCT-03,28-OCT-24
"SM12WC","Master of Science in Chemical Oceanography Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Master of Science in Chemical Oceanography Jointly by MIT-WHOI","SM","Master of Science",3,"2004FA","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 BWM","G","N","Course XII","S.M., W.H.O.I.",24-OCT-03,24-OCT-03,28-OCT-24
"SM12WC","Master of Science in Chemical Oceanography Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Master of Science in Chemical Oceanography Jointly by MIT-WHOI","SM","Master of Science",3,"2004FA","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 AWM","G","N","Course XII","S.M., W.H.O.I.",24-OCT-03,24-OCT-03,28-OCT-24
"SM12W","Master of Science in Physical Oceanography Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Master of Science in Physical Oceanography Jointly by MIT-WHOI","SM","Master of Science",3,"2003SU","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 CWD","G","N","Course XII","S.M., W.H.O.I.",23-SEP-03,03-MAY-05,28-OCT-24
"SM12W","Master of Science in Physical Oceanography Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Master of Science in Physical Oceanography Jointly by MIT-WHOI","SM","Master of Science",3,"2003SU","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 CWM","G","N","Course XII","S.M., W.H.O.I.",23-SEP-03,23-SEP-03,28-OCT-24
"SMESD","Master of Science in Engineering Systems","Master of Science in Engineering Systems","SM","Master of Science",3,"2003SU","999999","ESD","Engineering Systems Division","School of Engineering","ESD LGO","G","N","Course ESD","S.M., Engineering Systems",14-APR-03,08-MAY-09,28-OCT-24
"SMESD","Master of Science in Engineering Systems","Master of Science in Engineering Systems","SM","Master of Science",3,"2003SU","999999","ESD","Engineering Systems Division","School of Engineering","ESD LFM","G","N","Course ESD","S.M., Engineering Systems",14-APR-03,03-MAY-05,28-OCT-24
"SMESD","Master of Science in Engineering Systems","Master of Science in Engineering Systems","SM","Master of Science",3,"2003SU","999999","ESD","Engineering Systems Division","School of Engineering","ESD ESD","G","N","Course ESD","S.M., Engineering Systems",14-APR-03,14-APR-03,28-OCT-24
"SMESD","Master of Science in Engineering Systems","Master of Science in Engineering Systems","SM","Master of Science",3,"2003SU","999999","ESD","Engineering Systems Division","School of Engineering","ESD ESM","G","N","Course ESD","S.M., Engineering Systems",14-APR-03,03-MAY-05,28-OCT-24
"SM12C","Master of Science in Climate Science","Master of Science in Climate Science","SM","Master of Science",3,"2000FA","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 M","G","N","Course XII","S.M.(Climate Phys & Chem), Course XII",16-FEB-17,26-JAN-00,28-OCT-24
"SM12C","Master of Science in Climate Science","Master of Science in Climate Science","SM","Master of Science",3,"2000FA","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 AM","G","N","Course XII","S.M.(Climate Phys & Chem), Course XII",16-FEB-17,31-JAN-03,28-OCT-24
