"SIS_COURSE_DESCRIPTION_KEY","COURSE","COURSE_DESCRIPTION","COURSE_DESCRIPTION_LONG","DEPARTMENT","DEPARTMENT_NAME","DEPT_NAME_IN_COMMENCEMENT_BK","SCHOOL_NAME","SCHOOL_NAME_IN_COMMENCEMENT_BK","FROM_TERM","FROM_TERM_DESCRIPTION","THRU_TERM","THRU_TERM_DESCRIPTION","COURSE_OPTION","COURSE_LEVEL","CIP_PROGRAM_CODE","IS_DEGREE_GRANTING","DEFAULT_ULTIMATE_DEGREE","GRADAUTE_LEVEL","GRADUATE_LEVEL","LAST_ACTIVITY_DATE","WAREHOUSE_LOAD_DATE"
"21L:Z:U","21L Z","Lit/Film & Media- Major Depart","Literature","21L","Literature","Literature","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","000000","Beginning of Time","2000SU","Summer Term 2000","Z","U","240101","Y","SB","","",12-OCT-00,28-OCT-24
"21M:2:U","21M 2","Music & Theater Arts","Music & Theater Arts (Course 21M-2)","21M","Music","Music","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","2016FA","Fall Term 2015-2016","999999","End of Time","2","U","500501","Y","SB","","",12-MAY-20,28-OCT-24
"21M::U","21M","Music","Music (Course 21M)","21M","Music","Music","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","000000","Beginning of Time","999999","End of Time","","U","500901","Y","SB","","",12-MAY-20,28-OCT-24
"21M:E:U","21M E","Hum & Eng - Music & Theat Arts","Humanities & Engineering","21M","Music","Music","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","000000","Beginning of Time","2000SU","Summer Term 2000","E","U","240101","Y","SB","","",12-OCT-00,28-OCT-24
"21M:S:U","21M S","Hum & Sci - Music & Theat Arts","Humanities and Science","21M","Music","Music","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","000000","Beginning of Time","2000SU","Summer Term 2000","S","U","240101","Y","SB","","",13-OCT-00,28-OCT-24
"21M:Z:U","21M Z","Music/Theat Arts- Major depart","Music","21M","Music","Music","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","000000","Beginning of Time","2000SU","Summer Term 2000","Z","U","240101","Y","SB","","",12-OCT-00,28-OCT-24
"21S::U","21S","Humanities and Science","Humanities and Science (Course 21S)","21S","Humanities and Science","Department of Humanities","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","1983SP","Spring Term 1982-1983","999999","End of Time","","U","240101","Y","SB","","",12-MAY-20,28-OCT-24
"21T::U","21T","Theater Arts","Theater Arts (Course 21T)","21T","Theater Arts","","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","2024SU","Summer Term 2024","999999","End of Time","","U","500501","Y","SB","","",20-JUN-24,28-OCT-24
"21W::G","21W","Writing - Special Grad","Writing","21W","Writing & Humanistic Studies","Program in Writing and Humanistic Studies","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","2004FA","Fall Term 2003-2004","999999","End of Time","","G","090499","N","NDG","","",14-OCT-10,28-OCT-24
"21W::U","21W","Writing","Writing (Course 21W)","21W","Writing & Humanistic Studies","Program in Writing and Humanistic Studies","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","000000","Beginning of Time","999999","End of Time","","U","231302","Y","SB","","",12-MAY-20,28-OCT-24
"21W:E:U","21W E","Hum & Eng - Writing","Humanities and Engineering","21W","Writing & Humanistic Studies","Program in Writing and Humanistic Studies","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","000000","Beginning of Time","2000SU","Summer Term 2000","E","U","240101","Y","SB","","",12-OCT-00,28-OCT-24
"21W:M:G","21W M","Program in Science Writing","Science Writing","21W","Writing & Humanistic Studies","Program in Writing and Humanistic Studies","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","2002SU","Summer Term 2002","999999","End of Time","M","G","090499","Y","SM","Masters","Masters",23-JUL-15,28-OCT-24
"21W:S:U","21W S","Hum & Sci - Writing","Humanities and Science","21W","Writing & Humanistic Studies","Program in Writing and Humanistic Studies","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","000000","Beginning of Time","2000SU","Summer Term 2000","S","U","240101","Y","SB","","",12-OCT-00,28-OCT-24
"21W:Z:U","21W Z","Writing - Major departure","Writing","21W","Writing & Humanistic Studies","Program in Writing and Humanistic Studies","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","000000","Beginning of Time","2000SU","Summer Term 2000","Z","U","240101","Y","SB","","",12-OCT-00,28-OCT-24
"22::G","22","Nuclear Sci & Engineering","Nuclear Science and Engineering","22","Nuclear Engineering","Department of Nuclear Science and Engineering","Engineering","School of Engineering","2005SU","Summer Term 2005","999999","End of Time","","G","142301","N","NDG","","",23-JUL-15,28-OCT-24
"22::U","22","Nuclear Science and Eng","Nuclear Science and Engineering (Course 22)","22","Nuclear Engineering","Department of Nuclear Science and Engineering","Engineering","School of Engineering","2005SU","Summer Term 2005","999999","End of Time","","U","142301","Y","SB","","",13-SEP-19,28-OCT-24
"22:A:U","22 A","Nuclear Engineering - intern","Nuclear Engineering","22","Nuclear Engineering","Department of Nuclear Science and Engineering","Engineering","School of Engineering","000000","Beginning of Time","2004FA","Fall Term 2003-2004","A","U","142301","Y","SB","","",24-NOV-09,28-OCT-24
"22:CSD:G","22 CSD","Nuclear Sci & Eng - Doctoral","Nuclear Science & Engineering - Computational Science & Engineering","22","Nuclear Engineering","Department of Nuclear Science and Engineering","Engineering","School of Engineering","2014SU","Summer Term 2014","999999","End of Time","CSD","G","110101","Y","DOC","Doctoral","Doctoral",24-APR-18,28-OCT-24
"22:D:G","22 D","Nuclear Sci & Eng - Doctoral","Nuclear Science and Engineering","22","Nuclear Engineering","Department of Nuclear Science and Engineering","Engineering","School of Engineering","2005SU","Summer Term 2005","999999","End of Time","D","G","142301","Y","DOC","Doctoral","Doctoral",23-JUL-15,28-OCT-24
"22:ENG:U","22 ENG","Engineering","Engineering (Course 22-ENG)","22","Nuclear Engineering","Department of Nuclear Science and Engineering","Engineering","School of Engineering","2020FA","Fall Term 2019-2020","999999","End of Time","ENG","U","142301","Y","SB","","",11-SEP-19,28-OCT-24
"22:H:G","22 H","Nuclear Eng - SM pre-HST","Nuclear Science and Engineering","22","Nuclear Engineering","Department of Nuclear Science and Engineering","Engineering","School of Engineering","000000","Beginning of Time","1995SU","Summer Term 1995","H","G","142301","Y","SM","Masters","Masters",07-JUL-05,28-OCT-24
"22:M:G","22 M","Nuclear Sci & Eng - SM/Eng","Nuclear Science and Engineering","22","Nuclear Engineering","Department of Nuclear Science and Engineering","Engineering","School of Engineering","2005SU","Summer Term 2005","999999","End of Time","M","G","142301","Y","SM","Masters","Masters",23-JUL-15,28-OCT-24
"22:NIE:G","22 NIE","Nuclear Eng - Exchange","Nuclear Science and Engineering","22","Nuclear Engineering","Department of Nuclear Science and Engineering","Engineering","School of Engineering","2004SP","Spring Term 2003-2004","999999","End of Time","NIE","G","142301","N","NDG","","",07-JUL-05,28-OCT-24
"22:NIE:U","22 NIE","Nuclear Eng - Exchange","Nuclear Science and Engineering","22","Nuclear Engineering","Department of Nuclear Science and Engineering","Engineering","School of Engineering","2014SU","Summer Term 2014","999999","End of Time","NIE","U","142301","N","NDG","","",03-JUL-14,28-OCT-24
"22:NIV:G","22 NIV","Nuclear Eng - Visiting","Nuclear Science and Engineering","22","Nuclear Engineering","Department of Nuclear Science and Engineering","Engineering","School of Engineering","2004SP","Spring Term 2003-2004","999999","End of Time","NIV","G","142301","N","NDG","","",07-JUL-05,28-OCT-24
"22:NIV:U","22 NIV","Nuclear Eng - Visiting","Nuclear Science and Engineering","22","Nuclear Engineering","Department of Nuclear Science and Engineering","Engineering","School of Engineering","2008SU","Summer Term 2008","999999","End of Time","NIV","U","142301","N","NDG","","",02-JUL-08,28-OCT-24
"22:P:G","22 P","Nuclear Eng - Master of Eng","Nuclear Science and Engineering","22","Nuclear Engineering","Department of Nuclear Science and Engineering","Engineering","School of Engineering","1997FA","Fall Term 1996-1997","999999","End of Time","P","G","142301","Y","MNG","Masters","Masters",23-JUL-15,28-OCT-24
"22:RD:G","22 RD","HST/NED Radiological Sci - Doc","Nuclear Science and Engineering/Health Sciences and Technology (Radiological Science)","22","Nuclear Engineering","Department of Nuclear Science and Engineering","Engineering","School of Engineering","000000","Beginning of Time","2009SP","Spring Term 2008-2009","RD","G","142301","Y","DOC","Doctoral","Doctoral",15-APR-09,28-OCT-24
"22:RM:G","22 RM","HST/NED Radiological Sci - SM","Nuclear  Science and Engineering/Health Sciences and Technology (Radiological Science)","22","Nuclear Engineering","Department of Nuclear Science and Engineering","Engineering","School of Engineering","000000","Beginning of Time","2009SP","Spring Term 2008-2009","RM","G","142301","Y","SM","Masters","Masters",15-APR-09,28-OCT-24
"22:TP:G","22 TP","Nuclear Eng - SM Tech & Policy","Nuclear Engineering (Technology and Policy Program)","22","Nuclear Engineering","Department of Nuclear Science and Engineering","Engineering","School of Engineering","000000","Beginning of Time","2004FA","Fall Term 2003-2004","TP","G","142301","Y","SM","Masters","Masters",19-MAR-04,28-OCT-24
"22:TPD:G","22 TPD","Nuclear Eng -DOC Tech & Policy","Nuclear Engineering (Technology and Policy Program)","22","Nuclear Engineering","Department of Nuclear Science and Engineering","Engineering","School of Engineering","000000","Beginning of Time","2004FA","Fall Term 2003-2004","TPD","G","142301","Y","DOC","Doctoral","Doctoral",19-MAR-04,28-OCT-24
"24:1:U","24 1","Philosophy","Philosophy (Course 24-1)","24","Linguistics and Philosophy","Department of Linguistics and Philosophy","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","1999SU","Summer Term 1999","999999","End of Time","1","U","380101","Y","SB","","",12-MAY-20,28-OCT-24
"24:2:U","24 2","Linguistics & Philosophy","Linguistics and Philosophy (Course 24-2)","24","Linguistics and Philosophy","Department of Linguistics and Philosophy","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","1999SU","Summer Term 1999","999999","End of Time","2","U","160102","Y","SB","","",12-MAY-20,28-OCT-24
"24::G","24","Linguistics & Philosophy","Linguistics and Philosophy","24","Linguistics and Philosophy","Department of Linguistics and Philosophy","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","000000","Beginning of Time","999999","End of Time","","G","160102","N","NDG","","",23-JUL-15,28-OCT-24
"24::U","24","Philosophy","Philosophy","24","Linguistics and Philosophy","Department of Linguistics and Philosophy","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","000000","Beginning of Time","1999SU","Summer Term 1999","","U","380101","Y","SB","","",07-MAY-24,28-OCT-24
"24:AD:G","24 AD","Linguistics - Doctoral","Linguistics and Philosophy (Linguistics)","24","Linguistics and Philosophy","Department of Linguistics and Philosophy","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","2003FA","Fall Term 2002-2003","999999","End of Time","AD","G","160102","Y","DOC","Doctoral","Doctoral",23-JUL-15,28-OCT-24
"24:BD:G","24 BD","Philosophy - Doctoral","Linguistics and Philosophy (Philosophy)","24","Linguistics and Philosophy","Department of Linguistics and Philosophy","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","2003FA","Fall Term 2002-2003","999999","End of Time","BD","G","380101","Y","DOC","Doctoral","Doctoral",23-JUL-15,28-OCT-24
"24:D:G","24 D","Ling & Phil - Doctoral","Linguistics and Philosophy","24","Linguistics and Philosophy","Department of Linguistics and Philosophy","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","000000","Beginning of Time","2003FA","Fall Term 2002-2003","D","G","160102","Y","DOC","Doctoral","Doctoral",11-JUN-24,28-OCT-24
"24:M:G","24 M","Ling & Phil - SM","Linguistics and Philosophy","24","Linguistics and Philosophy","Department of Linguistics and Philosophy","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","000000","Beginning of Time","999999","End of Time","M","G","160102","Y","SM","Masters","Masters",23-JUL-15,28-OCT-24
"24:NIE:G","24 NIE","Ling & Phil - Exchange","Linguistics and Philosophy","24","Linguistics and Philosophy","Department of Linguistics and Philosophy","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","2004SP","Spring Term 2003-2004","999999","End of Time","NIE","G","160102","N","NDG","","",31-MAR-05,28-OCT-24
"24:NIV:G","24 NIV","Ling & Phil - Visiting","Linguistics and Philosophy","24","Linguistics and Philosophy","Department of Linguistics and Philosophy","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","2004SP","Spring Term 2003-2004","999999","End of Time","NIV","G","160102","N","NDG","","",31-MAR-05,28-OCT-24
"2::G","2","Mechanical Engineering","Mechanical Engineering","2","Mechanical Engineering","Department of Mechanical Engineering","Engineering","School of Engineering","000000","Beginning of Time","999999","End of Time","","G","141901","N","NDG","","",23-JUL-15,28-OCT-24
"2::U","2","Mechanical Engineering","Mechanical Engineering (Course 2)","2","Mechanical Engineering","Department of Mechanical Engineering","Engineering","School of Engineering","000000","Beginning of Time","999999","End of Time","","U","141901","Y","SB","","",13-SEP-19,28-OCT-24
"2:A:U","2 A","Engineering","Engineering (Course 2-A)","2","Mechanical Engineering","Department of Mechanical Engineering","Engineering","School of Engineering","2006SU","Summer Term 2006","999999","End of Time","A","U","141901","Y","SB","","",17-JUN-20,28-OCT-24
"2:B:U","2 B","Mechanical Engineering -Intern","Mechanical Engineering (Course 2-B)","2","Mechanical Engineering","Department of Mechanical Engineering","Engineering","School of Engineering","000000","Beginning of Time","2010FA","Fall Term 2009-2010","B","U","141901","Y","SB","","",04-AUG-23,28-OCT-24
"2:CME:U","2 CME","Mechanical Eng - Cambridge-MIT","Mechanical Engineering","2","Mechanical Engineering","Department of Mechanical Engineering","Engineering","School of Engineering","2005FA","Fall Term 2004-2005","2018FA","Fall Term 2017-2018","CME","U","141901","N","NDG","","",04-AUG-23,28-OCT-24
"2:CMI:U","2 CMI","Mechanical Eng - Cambridge-MIT","Mechanical Engineering","2","Mechanical Engineering","Department of Mechanical Engineering","Engineering","School of Engineering","2003FA","Fall Term 2002-2003","2004SU","Summer Term 2004","CMI","U","141901","N","NDG","","",25-APR-05,28-OCT-24
