"HR_ORG_UNIT_KEY","HR_ORG_UNIT_ID","HR_ORG_UNIT_TITLE","HR_ORG_UNIT_LEVEL","HR_DEPARTMENT_CODE","HR_DEPARTMENT_ABBR","HR_DEPARTMENT_CODE_OLD","HR_DEPARTMENT_NAME","HR_DEPARTMENT_NAME_LONG","HR_DEPARTMENT_NAME_ALPHA","ORG_HIER_SCHOOL_AREA_NAME","ORG_HIER_TOP_LEVEL_NAME","ORG_HIER_ROOT_NAME","HR_ORG_LEVEL1_ID","HR_ORG_LEVEL1_SORT","HR_ORG_LEVEL1_NAME","HR_ORG_LEVEL2_ID","HR_ORG_LEVEL2_SORT","HR_ORG_LEVEL2_NAME","HR_ORG_LEVEL3_ID","HR_ORG_LEVEL3_SORT","HR_ORG_LEVEL3_NAME","HR_ORG_LEVEL4_ID","HR_ORG_LEVEL4_SORT","HR_ORG_LEVEL4_NAME","HR_ORG_LEVEL5_ID","HR_ORG_LEVEL5_SORT","HR_ORG_LEVEL5_NAME","DLC_KEY","WAREHOUSE_LOAD_DATE"
"O10000853","10000853","Department of Facilities","DEPARTMENTS","10000853","HR-591000","591000","Department of Facilities","Department of Facilities","Department of Facilities","MIT Department of Facilities area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004934","416","MIT Department of Facilities area","10002458","263","Campus Services area","10000853","204","Department of Facilities","D_FACILITIES",03-OCT-24
"O10000910","10000910","Alumni Association","DEPARTMENTS","10000910","HR-871000","871000","Alumni Association","Alumni Association","Alumni Association","Alumni Association Area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004183","366","Alumni Association Area","10000910","209","Alumni Association","","","","D_ALUM",03-OCT-24
"O10000917","10000917","Audio Visual Services","DEPARTMENTS","10000917","HR-874100","874100","Audio Visual Services","Audio Visual Services","Audio Visual Services","Dean for Student Life Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000012","7","Dean for Student Life Area","10002033","247","Enterprise Services Area","10000917","212","Audio Visual Services","D_AVS",03-OCT-24
"O10000918","10000918","MIT Copytech","DEPARTMENTS","10000918","HR-874200","874200","MIT Copytech","MIT Copytech","MIT Copytech","President & Chair of the Corporation","President & Chair of the Corporation","MIT-All","10000000","1","MIT-All","10000003","4","President & Chair of the Corporation","10000918","213","MIT Copytech","","","","","","","D_COPYTECH",03-OCT-24
"O10000920","10000920","Technology Review","DEPARTMENTS","10000920","HR-876000","876000","Technology Review","Technology Review","Technology Review","Libraries, MIT Press, Tech Review","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000022","13","Libraries, MIT Press, Tech Review","10000920","215","Technology Review","","","","D_TECHREVIEW",03-OCT-24
"O10000923","10000923","DAPER Recreation","DEPARTMENTS","10000923","HR-501300","501300","DAPER Recreation","DAPER Recreation","DAPER Recreation","Dean for Student Life Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000012","7","Dean for Student Life Area","10000805","202","Dept of Athletics, Phys Ed, & Recreation","10000923","218","DAPER Recreation","D_ATHLETICS",03-OCT-24
"O10000927","10000927","Lincoln Property Office","DEPARTMENTS","10000581","HR-310000","310000","Lincoln Laboratory","Lincoln Laboratory","Lincoln Laboratory","Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000581","121","Lincoln Laboratory","10000927","220","Lincoln Property Office","","","","D_LINCOLN",03-OCT-24
"O10000928","10000928","Advanced Study Program","DEPARTMENTS","10000928","HR-061400","061400","Advanced Study Program","Advanced Study Program","Advanced Study Program","Engineering Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000018","11","Engineering Area","10000954","238","Professional Education Programs Area","10000928","221","Advanced Study Program","D_ASP",03-OCT-24
"O10000930","10000930","TIE","DEPARTMENTS","10000930","HR-061600","061600","TIE","TIE","TIE","Engineering Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000018","11","Engineering Area","10000930","223","TIE","","","","D_TIE",03-OCT-24
"O10000933","10000933","Institute for Soldier Nanotechnologies","DEPARTMENTS","10000933","HR-417000","417000","Institute for Soldier Nanotechnologies","Institute for Soldier Nanotechnologies","Institute for Soldier Nanotechnologies","VP Research","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000032","18","VP Research","10000933","226","Institute for Soldier Nanotechnologies","","","","D_ISN",03-OCT-24
"O10000947","10000947","LL-Air & Missile Defense Technology","SUB DEPARTMENT","10000581","HR-310000","310000","Lincoln Laboratory","Lincoln Laboratory","Lincoln Laboratory","Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000581","121","Lincoln Laboratory","10000947","231","LL-Air & Missile Defense Technology","","","","",03-OCT-24
"O10000948","10000948","LL-Homeland Protection & Air Traffic Con","SUB DEPARTMENT","10000581","HR-310000","310000","Lincoln Laboratory","Lincoln Laboratory","Lincoln Laboratory","Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000581","121","Lincoln Laboratory","10000948","232","LL-Homeland Protection & Air Traffic Con","","","","",03-OCT-24
"O10000950","10000950","LL-Engineering","SUB DEPARTMENT","10000581","HR-310000","310000","Lincoln Laboratory","Lincoln Laboratory","Lincoln Laboratory","Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000581","121","Lincoln Laboratory","10000950","234","LL-Engineering","","","","",03-OCT-24
"O10000953","10000953","LL-ISR & Tactical Systems","SUB DEPARTMENT","10000581","HR-310000","310000","Lincoln Laboratory","Lincoln Laboratory","Lincoln Laboratory","Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000581","121","Lincoln Laboratory","10000953","237","LL-ISR & Tactical Systems","","","","",03-OCT-24
"O10000957","10000957","Comp Sci & Artificial Intelligence Lab","DEPARTMENTS","10000957","HR-067900","067900","Comp Sci & Artificial Intelligence Lab","Computer Science & Artificial Intelligence Lab","","Schwarzman College of Computing Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10005758","513","Schwarzman College of Computing Area","10003985","356","CSAIL Area","10000957","241","Comp Sci & Artificial Intelligence Lab","D_CSAIL",03-OCT-24
"O10000958","10000958","The Broad Institute","DEPARTMENTS","10000958","HR-419000","419000","The Broad Institute","The Broad Institute","Broad Institute, The","VP Research","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000032","18","VP Research","10000958","242","The Broad Institute","","","","D_BROAD",03-OCT-24
"O10001980","10001980","LL-Director's Office","SUB DEPARTMENT","10000581","HR-310000","310000","Lincoln Laboratory","Lincoln Laboratory","Lincoln Laboratory","Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000581","121","Lincoln Laboratory","10001980","244","LL-Director's Office","","","","",03-OCT-24
"O10002008","10002008","Campus Activities Complex Area","ORGANIZATION LEVEL","","","","","","","Dean for Student Life Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000012","7","Dean for Student Life Area","10002858","298","Diversity and Community Involvement Area","10002008","245","Campus Activities Complex Area","",03-OCT-24
"O10002033","10002033","Enterprise Services Area","ORGANIZATION LEVEL","","","","","","","Dean for Student Life Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000012","7","Dean for Student Life Area","10002033","247","Enterprise Services Area","","","","",03-OCT-24
"O10002058","10002058","VP for Info Services & Technology Area","ORGANIZATION LEVEL","","","","","","","VP for Info Services & Technology Area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10002058","248","VP for Info Services & Technology Area","","","","","","","",03-OCT-24
"O10002083","10002083","LL-Information Systems Department","SUB DEPARTMENT","10000581","HR-310000","310000","Lincoln Laboratory","Lincoln Laboratory","Lincoln Laboratory","Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000581","121","Lincoln Laboratory","10002083","249","LL-Information Systems Department","","","","",03-OCT-24
"O10002108","10002108","Environmental Health & Safety Mgmt Sys","DEPARTMENTS","10002108","HR-392200","392200","Environmental Health & Safety Mgmt Sys","Environmental Health and Safety Management Systems","Environmental Health & Safety Mgmt Sys","Executive Vice President Area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10002108","250","Environmental Health & Safety Mgmt Sys","","","","","","","D_EHSO",03-OCT-24
"O10002133","10002133","LL-Security Services Department","SUB DEPARTMENT","10000581","HR-310000","310000","Lincoln Laboratory","Lincoln Laboratory","Lincoln Laboratory","Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000581","121","Lincoln Laboratory","10002133","251","LL-Security Services Department","","","","",03-OCT-24
"O10002134","10002134","LL-Human Resources Department","SUB DEPARTMENT","10000581","HR-310000","310000","Lincoln Laboratory","Lincoln Laboratory","Lincoln Laboratory","Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000581","121","Lincoln Laboratory","10002134","252","LL-Human Resources Department","","","","",03-OCT-24
"O10000655","10000655","Vice President for Human Resources","DEPARTMENTS","10000655","HR-409100","409100","Vice President for Human Resources","Office of the Vice President for Human Resources","Vice President for Human Resources","VP for Human Resources Area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10000033","19","VP for Human Resources Area","10000655","154","Vice President for Human Resources","","","","D_HR",03-OCT-24
"O10000659","10000659","Corporate Development","DEPARTMENTS","10000659","HR-410010","410010","Corporate Development","Corporate Development","Corporate Development","VP for Resource Development","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10000035","20","VP for Resource Development","10000187","27","Office VP Resource Development","10000659","156","Corporate Development","D_RESDEV",03-OCT-24
"O10000661","10000661","CEDRS","DEPARTMENTS","10000661","HR-410020","410020","CEDRS","CEDRS","CEDRS","VP for Resource Development","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10000035","20","VP for Resource Development","10000187","27","Office VP Resource Development","10000661","158","CEDRS","D_RESDEV",03-OCT-24
"O10000662","10000662","Global Initiatives","DEPARTMENTS","10000662","HR-410035","410035","Global Initiatives","Global Initiatives","Global Initiatives","VP for Resource Development","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10000035","20","VP for Resource Development","10000187","27","Office VP Resource Development","10000662","159","Global Initiatives","D_RESDEV",03-OCT-24
"O10000664","10000664","Office of Gift Planning","DEPARTMENTS","10000664","HR-410055","410055","Office of Gift Planning","Office of Gift Planning","Office of Gift Planning","VP for Resource Development","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10000035","20","VP for Resource Development","10000187","27","Office VP Resource Development","10000664","161","Office of Gift Planning","D_RESDEV",03-OCT-24
"O10000665","10000665","RD Information Technology","DEPARTMENTS","10000665","HR-410060","410060","RD Information Technology","RD Information Technology","RD Information Technology","VP for Resource Development","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10000035","20","VP for Resource Development","10000187","27","Office VP Resource Development","10000665","162","RD Information Technology","D_RESDEV",03-OCT-24
"O10000666","10000666","Office of School Development Services","DEPARTMENTS","10000666","HR-410070","410070","Office of School Development Services","Office of School Development Services","School Development Services, Office of","VP for Resource Development","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10000035","20","VP for Resource Development","10000187","27","Office VP Resource Development","10000666","163","Office of School Development Services","D_RESDEV",03-OCT-24
"O10000669","10000669","Strategic Program Development","DEPARTMENTS","10000669","HR-410090","410090","Strategic Program Development","Strategic Program Development","Strategic Program Development","VP for Resource Development","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10000035","20","VP for Resource Development","10000187","27","Office VP Resource Development","10000669","166","Strategic Program Development","D_RESDEV",03-OCT-24
"O10000671","10000671","OSATT-Corporate Relations","DEPARTMENTS","10000671","HR-413000","413000","OSATT-Corporate Relations","OSATT-Corporate Relations","OSATT-Corporate Relations","VP Research","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000032","18","VP Research","10005833","523","VP for Research Area","10005810","517","Strategic Alliances & Tech Transfer Area","D_ILP",03-OCT-24
