"ACADEMIC_YEAR","SUBJECT_ID","SUBJECT_CODE","SUBJECT_NUMBER","SOURCE_SUBJECT_ID","PRINT_SUBJECT_ID","IS_PRINTED_IN_BULLETIN","DEPARTMENT_CODE","DEPARTMENT_NAME","EFFECTIVE_TERM_CODE","SUBJECT_SHORT_TITLE","SUBJECT_TITLE","IS_VARIABLE_UNITS","LECTURE_UNITS","LAB_UNITS","PREPARATION_UNITS","TOTAL_UNITS","DESIGN_UNITS","GRADE_TYPE","GRADE_TYPE_DESC","GRADE_RULE","GRADE_RULE_DESC","HGN_CODE","HGN_DESC","HGN_EXCEPT","GIR_ATTRIBUTE","GIR_ATTRIBUTE_DESC","COMM_REQ_ATTRIBUTE","COMM_REQ_ATTRIBUTE_DESC","TUITION_ATTRIBUTE","TUITION_ATTRIBUTE_DESC","WRITE_REQ_ATTRIBUTE","WRITE_REQ_ATTRIBUTE_DESC","SUPERVISOR_ATTRIBUTE","SUPERVISOR_ATTRIBUTE_DESC","PREREQUISITES","SUBJECT_DESCRIPTION","JOINT_SUBJECTS","SCHOOL_WIDE_ELECTIVES","MEETS_WITH_SUBJECTS","EQUIVALENT_SUBJECTS","IS_OFFERED_THIS_YEAR","IS_OFFERED_FALL_TERM","IS_OFFERED_IAP","IS_OFFERED_SPRING_TERM","IS_OFFERED_SUMMER_TERM","FALL_INSTRUCTORS","SPRING_INSTRUCTORS","STATUS_CHANGE","LAST_ACTIVITY_DATE","WAREHOUSE_LOAD_DATE","MASTER_SUBJECT_ID","HASS_ATTRIBUTE","HASS_ATTRIBUTE_DESC","TERM_DURATION","GLOBAL_REGIONS","GLOBAL_COUNTRIES","ON_LINE_PAGE_NUMBER","SO_SUBJECT_ID","SO_TERM_CODE","SO_TERM_DESCRIPTION","SO_CLUSTER_TYPE","SECTION_ID","IS_MASTER_SECTION","IS_LECTURE_SECTION","IS_LAB_SECTION","IS_RECITATION_SECTION","IS_DESIGN_SECTION","RESPONSIBLE_FACULTY_NAME","RESPONSIBLE_FACULTY_MIT_ID","MEET_TIME","MEET_PLACE"
"2013","2.03","2","03","2.03","2.03","Y","2","Mechanical Engineering","2013FA","Dynamics I","Dynamics I","N",2,0,4,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.087","Introduction to the dynamics of one and two degree-of-freedom mechanical systems. Kinematics. Force-momentum formulation for particles and rigid bodies. Work-energy concepts. Rotation of rigid bodies, angular momentum, torques and moments of inertia. Newton, Euler equations (direct method in dynamics). Conservation laws in dynamics. Basics of equilibrium, linearization and stability analysis. Includes MATLAB modeling of dynamical systems with applications. Meets with 2.003 first half of term.","","","","","Y","Y","N","Y","N","K. Turitsyn, N. M. Patrikalakis","K. Turitsyn, N. M. Patrikalakis","New subject",11-MAY-12,28-OCT-24,"2.03","","","First Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.03","2013SP","Spring Term 2012-2013","","000,L01,R03,R01,R02,R04","N,N,N,N,N,Y","N,Y,N,N,N,N","N,N,N,N,N,N","N,N,Y,Y,Y,Y","N,N,N,N,N,N","Gossard, David,Gossard, David,Gossard, David,Gossard, David,Gossard, David,Gossard, David","900023806,900023806,900023806,900023806,900023806,900023806","MW9.30-11 (ENDS MARCH 22),F10,R2,F11,R4","3-270,1-273,1-277,1-150,1-150"
"2014","2.03","2","03","2.03","2.03","Y","2","Mechanical Engineering","2014FA","Dynamics I","Dynamics I","N",2,0,4,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","[2.086]","Introduction to the dynamics of one and two degree-of-freedom mechanical systems. Kinematics. Force-momentum formulation for particles and rigid bodies. Work-energy concepts. Rotation of rigid bodies, angular momentum, torques and moments of inertia. Newton, Euler equations (direct method in dynamics). Conservation laws in dynamics. Basics of equilibrium, linearization and stability analysis. Includes MATLAB modeling of dynamical systems with applications. Meets with 2.003 first half of term.","","","","2.S03","Y","Y","N","Y","N","D. Gossard, K. Turitsyn, T. Peacock","D. Gossard, K. Turitsyn, T. Peacock","",19-MAR-14,28-OCT-24,"2.03","","","First Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.03","2014FA","Fall Term 2013-2014","","000,R03,R04,R02,R05,R01,R06,L01","N,N,N,N,N,N,N,Y","N,N,N,N,N,N,Y,N","N,N,N,N,N,N,N,N","N,Y,Y,Y,Y,Y,Y,N","N,N,N,N,N,N,N,N","Gossard, David,Gossard, David,Gossard, David,Gossard, David,Gossard, David,Gossard, David,Gossard, David,Gossard, David","900023806,900023806,900023806,900023806,900023806,900023806,900023806,900023806","R2.30,TR9.30-11 (ENDS OCT 25),F12,R12,R1,F11,F2","5-217,10-250,1-246,1-134,1-134,1-246,1-246"
"2014","2.03","2","03","2.03","2.03","Y","2","Mechanical Engineering","2014FA","Dynamics I","Dynamics I","N",2,0,4,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","[2.086]","Introduction to the dynamics of one and two degree-of-freedom mechanical systems. Kinematics. Force-momentum formulation for particles and rigid bodies. Work-energy concepts. Rotation of rigid bodies, angular momentum, torques and moments of inertia. Newton, Euler equations (direct method in dynamics). Conservation laws in dynamics. Basics of equilibrium, linearization and stability analysis. Includes MATLAB modeling of dynamical systems with applications. Meets with 2.003 first half of term.","","","","2.S03","Y","Y","N","Y","N","D. Gossard, K. Turitsyn, T. Peacock","D. Gossard, K. Turitsyn, T. Peacock","",19-MAR-14,28-OCT-24,"2.03","","","First Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.03","2014SP","Spring Term 2013-2014","","000,R01,R02,R04,R03,L01","N,N,N,N,N,Y","N,N,N,N,Y,N","N,N,N,N,N,N","N,Y,Y,Y,Y,N","N,N,N,N,N,N","Gossard, David,Gossard, David,Gossard, David,Gossard, David,Gossard, David,Gossard, David","900023806,900023806,900023806,900023806,900023806,900023806","R2,MW9.30-11 (ENDS MARCH 21),F11,R4,F10","1-375,3-270,1-375,1-375,1-375"
"2015","2.03","2","03","2.03","2.03","Y","2","Mechanical Engineering","2014FA","Dynamics I","Dynamics I","N",2,0,4,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","[2.086]","Introduction to the dynamics of one and two degree-of-freedom mechanical systems. Kinematics. Force-momentum formulation for particles and rigid bodies. Work-energy concepts. Rotation of rigid bodies, angular momentum, torques and moments of inertia. Newton, Euler equations (direct method in dynamics). Conservation laws in dynamics. Basics of equilibrium, linearization and stability analysis. Includes MATLAB modeling of dynamical systems with applications. Meets with 2.003 first half of term.","","","","2.S03","Y","Y","N","Y","N","D. Gossard, K. Turitsyn, T. Peacock","D. Gossard, K. Turitsyn, T. Peacock","",19-MAR-14,28-OCT-24,"2.03","","","First Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.03","2015FA","Fall Term 2014-2015","","000,R05,R02,R03,R06,R01,R04,L01","N,N,N,N,N,N,N,Y","N,N,Y,N,N,N,N,N","N,N,N,N,N,N,N,N","N,Y,N,Y,Y,Y,Y,Y","N,N,N,N,N,N,N,N","Hover, Franz,Hover, Franz,Hover, Franz,Hover, Franz,Hover, Franz,Hover, Franz,Hover, Franz,Hover, Franz","900044120,900044120,900044120,900044120,900044120,900044120,900044120,900044120","F2,TR9.30-11,R4,R12,F3,R1,R3","1-246,10-250,5-134,1-246,5-134,1-134,1-134"
"2015","2.03","2","03","2.03","2.03","Y","2","Mechanical Engineering","2014FA","Dynamics I","Dynamics I","N",2,0,4,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","[2.086]","Introduction to the dynamics of one and two degree-of-freedom mechanical systems. Kinematics. Force-momentum formulation for particles and rigid bodies. Work-energy concepts. Rotation of rigid bodies, angular momentum, torques and moments of inertia. Newton, Euler equations (direct method in dynamics). Conservation laws in dynamics. Basics of equilibrium, linearization and stability analysis. Includes MATLAB modeling of dynamical systems with applications. Meets with 2.003 first half of term.","","","","2.S03","Y","Y","N","Y","N","D. Gossard, K. Turitsyn, T. Peacock","D. Gossard, K. Turitsyn, T. Peacock","",19-MAR-14,28-OCT-24,"2.03","","","First Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.03","2015SP","Spring Term 2014-2015","","000,R02,R03,L01,R01,R04","N,N,N,N,N,Y","N,N,N,N,Y,N","N,N,N,N,N,N","N,Y,Y,Y,N,Y","N,N,N,N,N,N","Rodriguez Garcia, Alberto,Rodriguez Garcia, Alberto,Rodriguez Garcia, Alberto,Rodriguez Garcia, Alberto,Rodriguez Garcia, Alberto,Rodriguez Garcia, Alberto","924914431,924914431,924914431,924914431,924914431,924914431","R3,F10,MW9.30-11,F11,R2","1-242,3-270,1-242,1-375,1-375"
"2016","2.03","2","03","2.03","2.03","Y","2","Mechanical Engineering","2014FA","Dynamics I","Dynamics I","N",2,0,4,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","[2.086]","Introduction to the dynamics of one and two degree-of-freedom mechanical systems. Kinematics. Force-momentum formulation for particles and rigid bodies. Work-energy concepts. Rotation of rigid bodies, angular momentum, torques and moments of inertia. Newton, Euler equations (direct method in dynamics). Conservation laws in dynamics. Basics of equilibrium, linearization and stability analysis. Includes MATLAB modeling of dynamical systems with applications. Meets with 2.003 first half of term.","","","","2.S03","Y","Y","N","Y","N","D. Gossard, K. Turitsyn, T. Peacock","D. Gossard, K. Turitsyn, T. Peacock","",23-OCT-14,28-OCT-24,"2.03","","","First Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.03","2016FA","Fall Term 2015-2016","","000,R03,L01,R04,R01,R05,R02,R06","N,N,N,N,N,N,N,Y","N,N,N,N,N,Y,N,N","N,N,N,N,N,N,N,N","N,Y,Y,Y,Y,Y,N,Y","N,N,N,N,N,N,N,N","Rodriguez Garcia, Alberto,Rodriguez Garcia, Alberto,Rodriguez Garcia, Alberto,Rodriguez Garcia, Alberto,Rodriguez Garcia, Alberto,Rodriguez Garcia, Alberto,Rodriguez Garcia, Alberto,Rodriguez Garcia, Alberto","924914431,924914431,924914431,924914431,924914431,924914431,924914431,924914431","R3,F3,R12,F2,R4,TR9.30-11,R1","5-233,1-246,5-233,1-246,5-233,10-250,5-233"
"2016","2.03","2","03","2.03","2.03","Y","2","Mechanical Engineering","2014FA","Dynamics I","Dynamics I","N",2,0,4,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","[2.086]","Introduction to the dynamics of one and two degree-of-freedom mechanical systems. Kinematics. Force-momentum formulation for particles and rigid bodies. Work-energy concepts. Rotation of rigid bodies, angular momentum, torques and moments of inertia. Newton, Euler equations (direct method in dynamics). Conservation laws in dynamics. Basics of equilibrium, linearization and stability analysis. Includes MATLAB modeling of dynamical systems with applications. Meets with 2.003 first half of term.","","","","2.S03","Y","Y","N","Y","N","D. Gossard, K. Turitsyn, T. Peacock","D. Gossard, K. Turitsyn, T. Peacock","",23-OCT-14,28-OCT-24,"2.03","","","First Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.03","2016SP","Spring Term 2015-2016","","000,R03,L01,R02,R04,R01","N,N,N,N,N,Y","N,N,N,Y,N,N","N,N,N,N,N,N","N,Y,Y,Y,N,Y","N,N,N,N,N,N","Peacock, Thomas,Peacock, Thomas,Peacock, Thomas,Peacock, Thomas,Peacock, Thomas,Peacock, Thomas","900051284,900051284,900051284,900051284,900051284,900051284","F10,R2,R3,MW9.30-11,F11","1-375,1-242,1-242,3-270,1-375"
"2017","2.03","2","03","2.03","2.03","Y","2","Mechanical Engineering","2017FA","Dynamics I","Dynamics I","N",2,0,4,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","Physics II; [18.03 or 2.087]","Introduction to the dynamics of one and two degree-of-freedom mechanical systems. Kinematics. Force-momentum formulation for particles and rigid bodies. Work-energy concepts. Rotation of rigid bodies, angular momentum, torques and moments of inertia. Newton, Euler equations (direct method in dynamics). Conservation laws in dynamics. Basics of equilibrium, linearization and stability analysis. Includes MATLAB modeling of dynamical systems with applications. Meets with 2.003 first half of term.","","","","","Y","Y","N","Y","N","D. Gossard, K. Turitsyn, T. Peacock","D. Gossard, K. Turitsyn, T. Peacock","",10-DEC-15,28-OCT-24,"2.03","","","First Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.03","2017FA","Fall Term 2016-2017","","000,R05,R04,R03,L01,R06,R01,R02","N,N,N,N,N,N,N,Y","N,N,N,N,N,Y,N,N","N,N,N,N,N,N,N,N","N,Y,Y,Y,N,Y,Y,Y","N,N,N,N,N,N,N,N","Sapsis, Themistoklis,Sapsis, Themistoklis,Sapsis, Themistoklis,Sapsis, Themistoklis,Sapsis, Themistoklis,Sapsis, Themistoklis,Sapsis, Themistoklis,Sapsis, Themistoklis","922151039,922151039,922151039,922151039,922151039,922151039,922151039,922151039","F2,R1,R12,F3,TR9.30-11,R4,R3","1-246,5-233,5-233,10-250,5-233,5-233,1-246"
"2017","2.03","2","03","2.03","2.03","Y","2","Mechanical Engineering","2017FA","Dynamics I","Dynamics I","N",2,0,4,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","Physics II; [18.03 or 2.087]","Introduction to the dynamics of one and two degree-of-freedom mechanical systems. Kinematics. Force-momentum formulation for particles and rigid bodies. Work-energy concepts. Rotation of rigid bodies, angular momentum, torques and moments of inertia. Newton, Euler equations (direct method in dynamics). Conservation laws in dynamics. Basics of equilibrium, linearization and stability analysis. Includes MATLAB modeling of dynamical systems with applications. Meets with 2.003 first half of term.","","","","","Y","Y","N","Y","N","D. Gossard, K. Turitsyn, T. Peacock","D. Gossard, K. Turitsyn, T. Peacock","",10-DEC-15,28-OCT-24,"2.03","","","First Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.03","2017SP","Spring Term 2016-2017","","000,R01,R02,R04,L01,R03","N,N,N,N,N,Y","N,N,Y,N,N,N","N,N,N,N,N,N","N,Y,Y,Y,Y,N","N,N,N,N,N,N","Hover, Franz,Hover, Franz,Hover, Franz,Hover, Franz,Hover, Franz,Hover, Franz","900044120,900044120,900044120,900044120,900044120,900044120","R2,R3,F11,F10,MW9.30-11","1-242,1-375,3-270,1-375,1-242"
"2004","2.05","2","05","2.05","2.05","Y","2","Mechanical Engineering","2003FA","Mechanisms & Manipulators","Kinematics and Dynamics of Mechanisms and Manipulators","N",3,0,9,12,0,"L","Letter graded","N","Not repeatable for credit","H","High Graduate","","","","","","","","","","","","2.004","Analyzes kinematic and dynamic characteristics of planar and spatial mechanisms, including machines and robotic manipulators. Use of vector, graphical, and 4 by 4 matrix methods for kinematic analysis. An introduction to graphical and computer methods for kinematic synthesis of mechanisms. Methods for dynamic analysis of mechanisms, and the use of digital simulation techniques. Systems include rigid and flexible elements and active control systems. Applications from industrial machine systems and robotic manipulators.","","","","","Y","Y","N","N","N","S. Dubowsky","S. Dubowsky","(2005: Removed subject)",09-MAR-04,28-OCT-24,"","","","","","","","2.05","2004FA","Fall Term 2003-2004","","000","Y","N","N","N","N","Dubowsky, Steven","900018915","",""
"2014","2.05","2","05","2.05","2.05","Y","2","Mechanical Engineering","2014FA","Thermodynamics","Thermodynamics","N",3,0,3,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.087","Provides an introduction to thermodynamics, including first law (coupled and uncoupled systems, incompressible liquid, ideal gas) and second law (equilibrium, reversibility and irreversibility). Explores systems in communication with heat reservoirs; quasi-static processes; and heat engines and refrigeration.  Properties of open systems, including mass, energy and entropy transfer.","","","","","Y","Y","N","N","N","C. Buie","C. Buie","",08-AUG-13,28-OCT-24,"2.05","","","First Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.05","2014FA","Fall Term 2013-2014","","000,L01,R01,R02","N,N,N,Y","N,Y,N,N","N,N,N,N","N,N,Y,Y","N,N,N,N","Buie, Cullen,Buie, Cullen,Buie, Cullen,Buie, Cullen","924575441,924575441,924575441,924575441","MW9.30-11 (ENDS OCT 25),M2-3.30,M12.30-2","3-270,3-442,3-442"
"2015","2.05","2","05","2.05","2.05","Y","2","Mechanical Engineering","2015FA","Thermodynamics","Thermodynamics","N",3,0,3,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.01","Provides an introduction to thermodynamics, including first law (coupled and uncoupled systems, incompressible liquid, ideal gas) and second law (equilibrium, reversibility and irreversibility). Explores systems in communication with heat reservoirs; quasi-static processes; and heat engines and refrigeration.  Properties of open systems, including mass, energy and entropy transfer.","","","","","Y","Y","N","N","N","C. Buie","C. Buie","",18-JAN-14,28-OCT-24,"2.05","","","First Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.05","2015FA","Fall Term 2014-2015","","000,R02,R01,R04,R03,L01","N,N,N,N,N,Y","N,N,N,Y,N,N","N,N,N,N,N,N","N,Y,Y,N,Y,Y","N,N,N,N,N,N","Buie, Cullen,Buie, Cullen,Buie, Cullen,Buie, Cullen,Buie, Cullen,Buie, Cullen","924575441,924575441,924575441,924575441,924575441,924575441","M2-3.30,MW9.30-11,M12.30-2,W12.30-2,W2-3.30","3-333,3-333,3-270,3-333,3-333"
"2016","2.05","2","05","2.05","2.05","Y","2","Mechanical Engineering","2016FA","Thermodynamics","Thermodynamics","N",3,0,3,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.01 or 2.001","Provides an introduction to thermodynamics, including first law (coupled and uncoupled systems, incompressible liquid, ideal gas) and second law (equilibrium, reversibility and irreversibility). Explores systems in communication with heat reservoirs; quasi-static processes; and heat engines and refrigeration.  Properties of open systems, including mass, energy and entropy transfer.","","","","","Y","Y","N","N","N","C. Buie","C. Buie","",13-NOV-14,28-OCT-24,"2.05","","","First Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.05","2016FA","Fall Term 2015-2016","","000,R03,R04,R01,L01,R02","N,N,N,N,N,Y","N,N,N,N,Y,N","N,N,N,N,N,N","N,Y,Y,Y,Y,N","N,N,N,N,N,N","Buie, Cullen,Buie, Cullen,Buie, Cullen,Buie, Cullen,Buie, Cullen,Buie, Cullen","924575441,924575441,924575441,924575441,924575441,924575441","W1-2.30,W2.30-4,M1-2.30,MW9.30-11,M2.30-4","3-442,3-442,3-442,3-270,3-442"
