"FCLT_BUILDING_HIST_KEY","FISCAL_PERIOD","FCLT_BUILDING_KEY","BUILDING_NUMBER","PARENT_BUILDING_NUMBER","PARENT_BUILDING_NAME","PARENT_BUILDING_NAME_LONG","BUILDING_NAME_LONG","EXT_GROSS_AREA","ASSIGNABLE_AREA","NON_ASSIGNABLE_AREA","SITE","CAMPUS_SECTOR","ACCESS_LEVEL_CODE","ACCESS_LEVEL_NAME","BUILDING_TYPE","OWNERSHIP_TYPE","BUILDING_USE","OCCUPANCY_CLASS","BUILDING_HEIGHT","COST_CENTER_CODE","COST_COLLECTOR_KEY","LATITUDE_WGS","LONGITUDE_WGS","EASTING_X_SPCS","NORTHING_Y_SPCS","BUILDING_SORT","BUILDING_NAMED_FOR","BUILDING_NAME","DATE_BUILT","DATE_ACQUIRED","DATE_OCCUPIED","WAREHOUSE_LOAD_DATE","NUM_OF_ROOMS"
"W8-201506","201506","W8","W8","","","","Harold Whitworth Pierce Boathouse",21710.72,16613.48,3721.46,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGA3","24.10","1830800","1830800",42.355312426200001,-71.096827205300002,765141.26844400004,2954762.4460900002,"W08","HAROLD WHITWORTH PIERCE","PIERCE BOATHOUSE",01-JUN-65,,31-DEC-67,01-JAN-15,34
"W79-201506","201506","W79","W79","","","","Simmons Hall",191189.7,94212.61,67667.38,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","100.60","1347600","1347600",42.3571086237,-71.1015208046,763869.57442700001,2955411.0550799901,"W79","RICHARD P. SIMMONS '53","SIMMONS HALL",01-DEC-00,,20-AUG-02,01-JAN-15,909
"W84-201506","201506","W84","W84","","","","Tang Residence Hall",152314.7,108737.65,26785.79,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","240.40","1348500","1348500",42.354351753400003,-71.103479493899897,763344.84496699902,2954403.9287700001,"W84","PING YUAN TANG","TANG HALL",16-NOV-70,,31-DEC-73,01-JAN-15,306
"W85-201506","201506","W85","W85","","","","Westgate  Married Student Housing",115603.99,84270.83,25211.66,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","167.30","1348000","1348000",42.354997759200003,-71.103257782,763403.67751399905,2954639.6248699902,"W85","","WESTGATE",01-JAN-62,,01-AUG-63,01-JAN-15,327
"W89-201506","201506","W89","W89","","","","MIT Police",14909.35,7669.85,4956.87,"MIT","WEST",0,"0","SERVICE","OWNED","AER","UGB","27.90","1838900","1838900",42.355538582599898,-71.104673289900006,763020.16355699894,2954834.9353700001,"W89","","MIT POLICE",31-DEC-48,19-JAN-01,08-MAR-06,01-JAN-15,83
"W91-201506","201506","W91","W91","","","","Information Systems Operations",35748.48,20110.58,11871.58,"MIT","WEST",1,"1","SERVICE","OWNED","AER","UGB","40.70","1839100","1839100",42.354323555400001,-71.104426111099897,763089.02705499902,2954392.4647400002,"W91","","INFORMATION SYSTEMS OPERATIONS",31-DEC-47,,31-DEC-49,01-JAN-15,170
"W92-201506","201506","W92","W92","","","","Building W92",86521.66,72020.11,7904.77,"MIT","WEST",2,"2","ACADEMIC","OWNED","AER","UGB","32.10","1839200","1839200",42.354920429499899,-71.1046169034,763036.448508,2954609.73853999,"W92","","BUILDING W92",,,01-JUL-99,01-JAN-15,360
"W98-201506","201506","W98","W98","","","","600 Memorial Drive",82480.74,47668.89,25043.7,"MIT","WEST",2,"2","ACADEMIC","OWNED","AER","(NULL)","91.00","1839800","1839800",42.3539554133,-71.1066451465,762489.85176200001,2954255.5327300001,"W98","","BUILDING W98",,30-JUN-08,,01-JAN-15,511
"EE19-201506","201506","EE19","EE19","","","","Building EE19",20514.89,18402.12,117.63,"MIT","",1,"1","ACADEMIC","LEASED","(NULL)","(NULL)","0.00","","",,,,,"EE19","","BUILDING EE19",21-MAR-14,,,01-JAN-15,145
"EE20-201506","201506","EE20","EE20","","","","Building EE20",31093.51,28090.6,424.97,"MIT","EASTEAST",3,"3","ACADEMIC","LEASED","AER","UGB","0.00","","",,,,,"EE20","","BUILDING EE20",21-MAR-14,,,01-JAN-15,143
"N16A-201506","201506","N16A","N16A","","","","Building N16A",9766.11,0,8652.37,"MIT","NORTH",0,"0","SERVICE","OWNED","OTH","UGU","57.70","","",42.3612415983999,-71.0943815255999,765792.037381,2956926.28971999,"N16A","","BUILDING N16A",,,,01-JAN-15,11
"N16B-201506","201506","N16B","N16B","","","","Fire Pump House",1249.72,0,1160.58,"MIT","NORTH",0,"0","SERVICE","OWNED","OTH","UGU","","","",42.361240843600001,-71.094226825899895,765833.84857100004,2956926.2135200002,"N16B","","FIRE PUMP ROOM",,,,01-JAN-15,5
"N16C-201506","201506","N16C","N16C","","","","Building N16C",2925.3,155.39,2705.41,"MIT","NORTH",0,"0","SERVICE","OWNED","OTH","UGU","","","",42.361098659500001,-71.094495758400001,765761.41181399894,2956874.05308,"N16C","","BUILDING N16C",,,,01-JAN-15,3
"NE18-201506","201506","NE18","NE18","","","","255 Main Street",33044.91,28995.07,260.02,"MIT","NORTHEAST",2,"2","ACADEMIC","LEASED","AER","UGB","194.70","1861800","1861800",42.3626472601999,-71.085173263499897,768278.217925,2957450.51042999,"NE18","","255 MAIN STREET",,,01-APR-01,01-JAN-15,196
"NE25-201506","201506","NE25","NE25","","","","355 Main Street",15375.72,14460.12,37.84,"MIT","NORTHEAST",2,"2","SERVICE","LEASED","AER","UGB","177.20","1862500","1862500",42.3628074388999,-71.087506279799896,767647.41687700001,2957505.82516,"NE25","","355 MAIN STREET",,,01-JUL-96,01-JAN-15,108
"NE35-201506","201506","NE35","NE35","","","","145 Broadway",9525.85,8264.35,0,"MIT","NORTHEAST",2,"2","ACADEMIC","LEASED","AER","(NULL)","0.00","","",42.364912106200002,-71.0887788844,922.3372036854776,922.3372036854776,"NE35","","145 BROADWAY",21-MAR-14,,,01-JAN-15,43
"NE45-201506","201506","NE45","NE45","","","","300 Technology Square",8049.06,4586.56,0,"MIT","",2,"2","ACADEMIC","LEASED","AER","(NULL)","0.00","","",,,,,"NE45","","300 TECHNOLOGY SQUARE",21-MAR-14,,,01-JAN-15,24
"NE46-201506","201506","NE46","NE46","","","","400 Technology Square",9215.4,7989.19,239.41,"MIT","",2,"2","ACADEMIC","LEASED","AER","(NULL)","0.00","","",,,,,"NE46","","400 TECHNOLOGY SQUARE",25-APR-14,,,01-JAN-15,36
"NE47-201506","201506","NE47","NE47","","","","500 Technology Square",68295.01,58587.97,2086.13,"MIT","NORTHEAST",2,"2","ACADEMIC","LEASED","AER","(NULL)","148.00","1854500","1854500",42.363464579400002,-71.092581005300005,766274.785684,2957738.7084300001,"NE47","","500 TECHNOLOGY SQUARE",,,,01-JAN-15,232
"NE48-201506","201506","NE48","NE48","","","","700 Technology Square",8043.73,6437.3,797.4,"MIT","NORTHEAST",2,"2","ACADEMIC","LEASED","AER","(NULL)","84.40","1854800","1854800",42.364031195700001,-71.092727468199897,766234.21735199902,2957945.0062199901,"NE48","","700 TECHNOLOGY SQUARE",,,,01-JAN-15,52
"NE49-201506","201506","NE49","NE49","","","","600 Technology Square",71648.86,66681.41,349.28,"MIT","NORTHEAST",2,"2","SERVICE","LEASED","AER","(NULL)","84.90","1854900","1854900",42.363390018099899,-71.093118948699896,766129.53298000002,2957710.84277,"NE49","","600 TECHNOLOGY SQUARE",,,,01-JAN-15,461
"NE83-201506","201506","NE83","NE83","","","","Building 300",20795.59,17407.77,873.91,"MIT","",2,"2","ACADEMIC","LEASED","AER","UGB","0.00","","",,,,,"NE83","","BUILDING 300",25-JUN-14,,25-JUN-14,01-JAN-15,77
"NW10-201506","201506","NW10","NW10","","","","Edgerton House",132529.78,82366.87,31273.3,"MIT","NORTHWEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","56.50","1347800","1347800",42.360320157499899,-71.098137294500006,764778.56585200003,2956585.6932899901,"NW10","DR. HAROLD E. EDGERTON","EDGERTON HOUSE",31-DEC-22,,,01-JAN-15,250
"NW12-201506","201506","NW12","NW12","","","","Nuclear Reactor Laboratory",49933.39,34857.85,9710.88,"MIT","NORTHWEST",0,"0","ACADEMIC","OWNED","AER","UGB","47.30","1841200","1841200",42.360103050299898,-71.096863122399895,765123.30905100005,2956508.1999599901,"NW12","","NUCLEAR REACTOR LAB",31-DEC-37,31-DEC-55,31-DEC-55,01-JAN-15,166
"NW13-201506","201506","NW13","NW13","","","","Building NW13",61259.54,46638.16,9575.28,"MIT","NORTHWEST",2,"2","ACADEMIC","OWNED","AER","UGB","28.30","1841300","1841300",42.359884899999898,-71.097361865600007,764988.88910499902,2956428.0648400001,"NW13","","BUILDING NW13",21-DEC-17,01-JAN-60,31-DEC-63,01-JAN-15,141
"NW14-201506","201506","NW14","NW14","","","","Francis Bitter Magnet Laboratory (NW14)",144973.33,103477.64,30884.31,"MIT","NORTHWEST",2,"2","ACADEMIC","OWNED","AER","UGB","75.70","1841400","1841400",42.359632077500002,-71.097898841900005,764844.19425599906,2956335.2465900001,"NW14","DR. FRANCIS BITTER","FRANCIS BITTER MAGNET LAB (NW14)",31-DEC-13,22-DEC-58,01-SEP-62,01-JAN-15,399
"NW15-201506","201506","NW15","NW15","","","","Francis Bitter Magnet Laboratory (NW15)",16137.29,14768.86,277.79,"MIT","NORTHWEST",2,"2","ACADEMIC","OWNED","AER","UGF1","34.20","1841500","1841500",42.3593490344999,-71.098256602700005,764747.98736300005,2956231.64432,"NW15","DR. FRANCIS BITTER","FRANCIS BITTER MAGNET LAB (NW15)",01-DEC-61,,31-DEC-62,01-JAN-15,11
"NW16-201506","201506","NW16","NW16","","","","Plasma Science And Fusion Center (NW16)",50148.39,31346.41,14440.37,"MIT","NORTHWEST",2,"2","ACADEMIC","OWNED","AER","UGB","34.00","1841600","1841600",42.360032100799899,-71.098715324899899,764622.83609600004,2956479.9839900001,"NW16","","PLASMA SCIENCE & FUSION CENTER (NW16)",01-JUN-80,01-APR-66,01-MAY-81,01-JAN-15,171
"NW17-201506","201506","NW17","NW17","","","","Plasma Science And Fusion Center (NW17)",45397.46,27622.94,12314.36,"MIT","NORTHWEST",2,"2","ACADEMIC","OWNED","AER","UGB","33.80","1841700","1841700",42.359856375900002,-71.099142437599895,764507.70102100004,2956415.4034799901,"NW17","","PLASMA SCIENCE & FUSION CENTER (NW17)",31-DEC-23,,,01-JAN-15,154
"NW20-201506","201506","NW20","NW20","","","","Albany Street Generator Shelter",5784.7,5291.98,0,"MIT","NORTHWEST",2,"2","ACADEMIC","OWNED","AER","UGF1","28.00","1842000","1842000",42.359283155599897,-71.098466376600001,764691.40409500001,2956207.3697100002,"NW20","","ALBANY ST GENERATOR SHELTER",,,,01-JAN-15,10
"NW21-201506","201506","NW21","NW21","","","","Plasma Science And Fusion Center (NW21)",120136.72,65083.46,44698.29,"MIT","NORTHWEST",2,"2","ACADEMIC","OWNED","AER","UGB","43.60","1842100","1842100",42.359063597199899,-71.099146290099895,764508.01709900005,2956126.4939299901,"NW21","","PLASMA SCIENCE & FUSION CENTER (NW21)",31-DEC-99,01-APR-80,01-MAY-80,01-JAN-15,149
"NW22-201506","201506","NW22","NW22","","","","Plasma Science And Fusion Center (NW22)",50118.21,39243.99,5534.67,"MIT","NORTHWEST",2,"2","ACADEMIC","OWNED","AER","UGB","33.70","1842200","1842200",42.359638620600002,-71.099723132400001,764351.12835400004,2956335.3119899901,"NW22","","PLASMA SCIENCE & FUSION CENTER (NW22)",,,17-JAN-92,01-JAN-15,152
"NW30-201506","201506","NW30","NW30","","","","224 Albany Street",85812.19,50160.21,23182.63,"MIT","NORTHWEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","75.00","1348100","1348100",42.3586472548999,-71.099972867000005,764285.32651200006,2955973.7215900002,"NW30","","224 ALBANY STREET",31-DEC-04,01-OCT-58,01-NOV-58,01-JAN-15,252
"12A-201506","201506","12A","12A","","","","Building 12A",1122.97,451.37,463.83,"MIT","MAIN GROUP",0,"0","SERVICE","OWNED","AER","UGHH","13.00","1811200","1811200",42.360144325199897,-71.091169989899896,766661.920101,2956530.5650800001,"12A","","WASTE CHEMICAL STORAGE",31-DEC-16,,31-DEC-17,01-JAN-15,3
"14E-201506","201506","14E","14E","14","HAYDEN MEMORIAL LIBRARY","Charles Hayden Memorial Library","Charles Hayden Memorial Library (East Wing)",21022.71,15903.62,3372.01,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","(NULL)","0.00","","",,,,,"14E","","HAYDEN MEMORIAL LIBRARY (E)",,,,01-JAN-15,90
"14N-201506","201506","14N","14N","14","HAYDEN MEMORIAL LIBRARY","Charles Hayden Memorial Library","Charles Hayden Memorial Library (North Wing)",37006.11,20979.04,11550.51,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","(NULL)","","","",,,,,"14N","","HAYDEN MEMORIAL LIBRARY (N)",,,,01-JAN-15,188
"14S-201506","201506","14S","14S","14","HAYDEN MEMORIAL LIBRARY","Charles Hayden Memorial Library","Charles Hayden Memorial Library (South Wing)",48622.24,34500.48,10286.49,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","(NULL)","","","",,,,,"14S","","HAYDEN MEMORIAL LIBRARY (S)",,,,01-JAN-15,118
"14W-201506","201506","14W","14W","14","HAYDEN MEMORIAL LIBRARY","Charles Hayden Memorial Library","Charles Hayden Memorial Library (West Wing)",5013.14,2850.15,1777.63,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","(NULL)","","","",,,,,"14W","","HAYDEN MEMORIAL LIBRARY (W)",,,,01-JAN-15,16
"32P-201506","201506","32P","32P","","","","Ray and Maria Stata Center Garage",239353.28,219268.15,10269.82,"MIT","MAIN GROUP",2,"2","SERVICE","OWNED","GAR","(NULL)","","1813201","1813201",,,,,"32P","RAY STATA '57","STATA CENTER GARAGE",,,02-JUN-03,01-JAN-15,32
"42T-201506","201506","42T","42T","42","COGENERATION PLANT","William R. Dickson Cogeneration Plant","Building 42 Tunnel",11247.27,0,11247.27,"MIT","",0,"0","SERVICE","OWNED","OTH","UGF1","0.00","1814200","1814200",,,,,"42T","","BUILDING 42 TUNNEL",31-DEC-15,,31-DEC-16,01-JAN-15,1
"62H-201506","201506","62H","62H","62","ALUMNI HOUSES: MUNROE HAYDEN WOOD","Alumni Houses: Munroe Hayden Wood","Alumni Houses: Hayden",26411.82,16932.94,6760.5,"MIT","MAIN GROUP",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","1346200","1346200",,,,,"62H","HENRY R. HAYDEN","ALUMNI HOUSES: HAYDEN",,,,01-JAN-15,117
"62M-201506","201506","62M","62M","62","ALUMNI HOUSES: MUNROE HAYDEN WOOD","Alumni Houses: Munroe Hayden Wood","Alumni Houses: Munroe",25568.41,18125.96,4960.76,"MIT","MAIN GROUP",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"62M","JAMES P. MUNROE","ALUMNI HOUSES: MUNROE",,,,01-JAN-15,102
"62W-201506","201506","62W","62W","62","ALUMNI HOUSES: MUNROE HAYDEN WOOD","Alumni Houses: Munroe Hayden Wood","Alumni Houses: Wood",25173.77,15513.88,7215.29,"MIT","MAIN GROUP",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"62W","KENNETH F. WOOD","ALUMNI HOUSES: WOOD",,,,01-JAN-15,111
"64B-201506","201506","64B","64B","64","EAST CAMPUS: WALCOTT BEMIS GOODALE","Alumni Houses: Walcott Bemis Goodale","Alumni Houses: Bemis",23656.67,14584.37,6483.26,"MIT","MAIN GROUP",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"64B","ALBERT F. BEMIS","EAST CAMPUS: BEMIS",,,,01-JAN-15,114
"64G-201506","201506","64G","64G","64","EAST CAMPUS: WALCOTT BEMIS GOODALE","Alumni Houses: Walcott Bemis Goodale","Alumni Houses: Goodale",24787.4,17041.11,5242,"MIT","MAIN GROUP",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"64G","CHARLES WARREN GOODALE","EAST CAMPUS: GOODALE",,,,01-JAN-15,108
"64W-201506","201506","64W","64W","64","EAST CAMPUS: WALCOTT BEMIS GOODALE","Alumni Houses: Walcott Bemis Goodale","Alumni Houses: Walcott",24988.56,16833.91,5711.41,"MIT","MAIN GROUP",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"64W","WILLIAM W. WALCOTT","EAST CAMPUS: WALCOTT",,,,01-JAN-15,123
"E14-201506","201506","E14","E14","","","","Building E14",173875.21,73792.6,83752.67,"MIT","EAST",2,"2","ACADEMIC","OWNED","AER","(NULL)","","1821400","1821400",42.3604635927,-71.0873324878999,767698.51797199901,2956651.9071800001,"E14","","BUILDING E14",,,,01-JAN-15,341
"E15-201506","201506","E15","E15","","","","Wiesner Building",120331.42,78968.75,32381.88,"MIT","EAST",2,"2","ACADEMIC","OWNED","AER","UGA3B","68.50","1821500","1821500",42.360838440099897,-71.087634887999897,767616.12840699905,2956788.1138499901,"E15","JEROME BERT WIESNER","WIESNER BUILDING",01-JAN-82,,01-SEP-84,01-JAN-15,460
"E17-201506","201506","E17","E17","","","","Seely G Mudd Building",83518.04,54135.52,21499.9,"MIT","EAST",2,"2","ACADEMIC","OWNED","AER","UGBA3","82.80","1821700","1821700",42.361484389799898,-71.087886250899899,767547.05602999905,2957023.18269999,"E17","SEELY G. MUDD","MUDD BUILDING",31-DEC-32,,06-MAR-75,01-JAN-15,342
"E18-201506","201506","E18","E18","","","","Horace Sayford Ford Building (E18)",112799.19,68779.33,34634.14,"MIT","EAST",2,"2","ACADEMIC","OWNED","AER","UGBI2","88.30","1821800","1821800",42.361766995799897,-71.087792810300002,767571.81186200003,2957126.2919800002,"E18","HORACE SAYFORD FORD JR.","FORD BUILDING (E18)",31-DEC-20,01-MAY-61,01-OCT-64,01-JAN-15,379
"E19-201506","201506","E19","E19","","","","Horace Sayford Ford Building (E19)",149742.43,100797.04,37552.68,"MIT","EAST",2,"2","SERVICE","OWNED","AER","UGB","81.00","1821900","1821900",42.362129036299898,-71.087952447899895,767528.03043000004,2957258.01825999,"E19","HORACE SAYFORD FORD JR.","FORD BUILDING (E19)",31-DEC-20,01-MAY-61,01-OCT-64,01-JAN-15,722
"E23-201506","201506","E23","E23","","","","Health Services",101813.25,65358.84,23768.81,"MIT","EAST",2,"2","SERVICE","OWNED","AER","UGBI2","71.10","1822300","1822300",42.361022122599898,-71.086632158800001,767886.80826600001,2956856.3629100001,"E23","","HEALTH SERVICES",21-AUG-79,,15-FEB-82,01-JAN-15,620
"E25-201506","201506","E25","E25","","","","Whitaker College Of Health Sciences & Technology",156676.36,90240.16,47623.46,"MIT","EAST",2,"2","ACADEMIC","OWNED","AER","UGBA3","92.30","1822500","1822500",42.3616687646999,-71.086949709300001,767799.84440299904,2957091.5970800002,"E25","UNCAS A. & HELEN F. WHITAKER","WHITAKER COLLEGE",21-AUG-79,,15-FEB-82,01-JAN-15,565
"E33-201506","201506","E33","E33","","","","Rinaldi Tile",7979.62,6906.99,303.46,"MIT","EAST",2,"2","ACADEMIC","OWNED","AER","UGS1B","35.00","1823300","1823300",42.361290200699898,-71.085984310800001,768061.42547899904,2956954.90552,"E33","","RINALDI TILE",31-DEC-25,,,01-JAN-15,32
"E34-201506","201506","E34","E34","","","","Building E34",27424.07,15921.07,8443.21,"MIT","EAST",2,"2","ACADEMIC","OWNED","AER","UGB","56.60","1823400","1823400",42.361449687499899,-71.085952631400005,768069.70517800003,2957013.0672800001,"E34","","BUILDING E34",31-DEC-24,30-APR-82,01-MAR-75,01-JAN-15,168
"E38-201506","201506","E38","E38","","","","Suffolk Building",66530.75,48405.66,12395.89,"MIT","EAST",2,"2","ACADEMIC","OWNED","AER","UGB","82.70","1823800","1823800",42.362150080600003,-71.085878539899895,768088.49022100004,2957268.40191,"E38","","SUFFOLK BUILDING",31-DEC-20,04-NOV-74,01-SEP-68,01-JAN-15,375
"E39-201506","201506","E39","E39","","","","290 Main Street",27661.19,22245.34,1390.09,"MIT","EAST",2,"2","ACADEMIC","LEASED","AER","UGBM","42.30","1823900","1823900",42.362100989200002,-71.085477417500002,768196.98497999902,2957251.03855999,"E39","","290 MAIN STREET",,01-NOV-67,17-NOV-86,01-JAN-15,172
"E40-201506","201506","E40","E40","","","","The Muckley Building",106714.57,71238.61,24569.11,"MIT","EAST",2,"2","ACADEMIC","OWNED","AER","UGB","64.50","1824000","1824000",42.361163190500001,-71.084853018000004,768367.39924900001,2956910.1065600002,"E40","DWIGHT S. MUCKLEY","MUCKLEY BUILDING",01-MAY-30,01-JUN-68,31-DEC-69,01-JAN-15,452
"E48-201506","201506","E48","E48","","","","Building E48",44321.76,37171.31,708.42,"MIT","EAST",2,"2","SERVICE","LEASED","AER","UGB","113.90","","",42.362065761099899,-71.084733735200004,768398.03607399901,2957239.1785599901,"E48","","BUILDING E48",,15-SEP-61,01-AUG-89,01-JAN-15,243
"E51-201506","201506","E51","E51","","","","Jack C Tang Center For Management Education",108146.05,52256.93,43086.97,"MIT","EAST",2,"2","ACADEMIC","OWNED","AER","UGA3","60.00","1825100","1825100",42.360554207,-71.084492418699895,768465.93793200003,2956688.6550699901,"E51","","TANG CENTER",31-DEC-44,31-DEC-45,31-DEC-80,01-JAN-15,318
"E52-201506","201506","E52","E52","","","","Alfred P Sloan Building",143950.12,86926.63,40977.5,"MIT","EAST",2,"2","ACADEMIC","OWNED","AER","UGBA3","97.40","1825200","1825200",42.360735923100002,-71.083676675299898,768686.08396199904,2956755.9513699901,"E52","ALFRED P. SLOAN JR.","SLOAN BUILDING",31-DEC-38,01-JAN-51,01-MAY-52,01-JAN-15,534
"E53-201506","201506","E53","E53","","","","Grover M Hermann Building",95445.1,63414.1,25153.08,"MIT","EAST",2,"2","ACADEMIC","OWNED","AER","UGA3","72.20","1825300","1825300",42.361188175899898,-71.083592274799898,768708.09014900005,2956920.8726300001,"E53","GROVER MARTIN HERMANN","HERMANN BUILDING",01-JAN-64,,01-OCT-65,01-JAN-15,289
"E55-201506","201506","E55","E55","","","","Eastgate Married Student Housing",172358.83,120283.18,29645.23,"MIT","EAST",2,"2","RESIDENT","OWNED","DHOA","UGR2","272.80","1348200","1348200",42.361736081399897,-71.083908763500006,768621.58020900004,2957120.12301999,"E55","","EASTGATE",01-NOV-65,,01-AUG-67,01-JAN-15,438
"E60-201506","201506","E60","E60","","","","Arthur D Little Building",30130.11,12536.82,13088.45,"MIT","EAST",2,"2","ACADEMIC","OWNED","AER","UGB","","","",42.3611773055,-71.082175677199899,769090.96655200003,2956918.78354999,"E60","ARTHUR D. LITTLE","ARTHUR D LITTLE BUILDING",31-DEC-17,01-JUL-97,01-MAR-94,01-JAN-15,133
"E62-201506","201506","E62","E62","","","","Building E62",405033.97,274524.21,95303.04,"MIT","EAST",2,"2","ACADEMIC","OWNED","AER","UGBA3","","1823000","1823000",42.361347473400002,-71.082654949000002,768961.13217600004,2956980.1616799901,"E62","","BUILDING E62",,,,01-JAN-15,649
"E70-201506","201506","E70","E70","","","","Badger Building",34914.58,29048.64,0,"MIT","EAST",2,"2","SERVICE","LEASED","OTH","UGB","226.70","1827000","1827000",42.362749232100001,-71.083463188600007,768740.19956099906,2957489.9233900001,"E70","","BADGER BUILDING",,,01-OCT-95,01-JAN-15,171
"E90-201506","201506","E90","E90","","","","Building E90",14245.56,12565.39,152.18,"MIT","EAST",3,"3","ACADEMIC","LEASED","AER","UGB","0.00","","",,,,,"E90","","BUILDING E90",21-MAR-14,,,01-JAN-15,79
"N10-201506","201506","N10","N10","","","","High Voltage Research Laboratory",10041.46,8107.66,632.03,"MIT","NORTH",1,"1","ACADEMIC","OWNED","AER","UGB","33.00","1851000","1851000",42.360863297599899,-71.095450958100002,765503.660821,2956787.0565499901,"N10","","HIGH VOLTAGE RESEARCH LAB",01-JUL-64,,01-FEB-65,01-JAN-15,52
"N16-201506","201506","N16","N16","","","","Cooling Tower & Oil Reserve",31334.45,0,25029.45,"MIT","NORTH",0,"0","SERVICE","OWNED","OTH","UGU","59.00","","",42.361266616599899,-71.094065925199899,765877.28985399904,2956935.8126300001,"N16","","COOLING TOWER & OIL RESERVE",20-SEP-71,,31-DEC-72,01-JAN-15,26
