"LIBRARY_SUBJECT_OFFERED_KEY","TERM_CODE","MASTER_COURSE_NUMBER","MASTER_COURSE_NUMBER_SORT","MASTER_COURSE_NUMBER_DESC","MASTER_SUBJECT_ID","MASTER_SUBJECT_ID_SORT","COURSE_NUMBER","COURSE_NUMBER_SORT","COURSE_NUMBER_DESC","SUBJECT_ID","SUBJECT_ID_SORT","SUBJECT_TITLE","OFFER_DEPT_CODE","OFFER_DEPT_NAME","OFFER_SCHOOL_NAME","RESPONSIBLE_FACULTY_NAME","RESPONSIBLE_FACULTY_MIT_ID","NUM_ENROLLED_STUDENTS","WAREHOUSE_LOAD_DATE"
"1.2632020SP","2020SP","SCM","SCM","Supply Chain Management","SCM.293","SCM.293","1","  1","Civil and Environmental Eng","1.263","  1.263","Urban Last-Mile Logistics","1","Civil and Environmental Eng","Engineering","Winkenbach, Matthias","920367959",6,28-OCT-24
"1.2632021SP","2021SP","SCM","SCM","Supply Chain Management","SCM.293","SCM.293","1","  1","Civil and Environmental Eng","1.263","  1.263","Urban Last-Mile Logistics","1","Civil and Environmental Eng","Engineering","Winkenbach, Matthias","920367959",4,28-OCT-24
"1.2642009FA","2009FA","1","  1","Civil and Environmental Eng","1.264","1.264","1","  1","Civil and Environmental Eng","1.264","  1.264","Data Internet & Sys Integ Tech","1","Civil and Environmental Eng","Engineering","Kocur, George","900024831",13,28-OCT-24
"1.2642010FA","2010FA","1","  1","Civil and Environmental Eng","1.264","1.264","1","  1","Civil and Environmental Eng","1.264","  1.264","Data Internet & Sys Integ Tech","1","Civil and Environmental Eng","Engineering","Kocur, George","900024831",21,28-OCT-24
"1.2642011FA","2011FA","1","  1","Civil and Environmental Eng","1.264","1.264","1","  1","Civil and Environmental Eng","1.264","  1.264","Data Internet & Sys Integ Tech","1","Civil and Environmental Eng","Engineering","Kocur, George","900024831",16,28-OCT-24
"1.2642012FA","2012FA","1","  1","Civil and Environmental Eng","1.264","1.264","1","  1","Civil and Environmental Eng","1.264","  1.264","Data Internet & Sys Integ Tech","1","Civil and Environmental Eng","Engineering","Kocur, George","900024831",21,28-OCT-24
"1.2642013FA","2013FA","1","  1","Civil and Environmental Eng","1.264","1.264","1","  1","Civil and Environmental Eng","1.264","  1.264","Data Internet & Sys Integ Tech","1","Civil and Environmental Eng","Engineering","Kocur, George","900024831",16,28-OCT-24
"1.2642014FA","2014FA","1","  1","Civil and Environmental Eng","1.264","1.264","1","  1","Civil and Environmental Eng","1.264","  1.264","Data Internet & Sys Integ Tech","1","Civil and Environmental Eng","Engineering","Kocur, George","900024831",24,28-OCT-24
"1.2642015FA","2015FA","1","  1","Civil and Environmental Eng","1.264","1.264","1","  1","Civil and Environmental Eng","1.264","  1.264","Data Internet & Sys Integ Tech","1","Civil and Environmental Eng","Engineering","Cassa, Christopher","963936775",25,28-OCT-24
"1.2652015SP","2015SP","2","  2","Mechanical Engineering","2.965","2.965","1","  1","Civil and Environmental Eng","1.265","  1.265","Global Supply Chain Mgmt","1","Civil and Environmental Eng","Engineering","Arntzen, Bruce","995345772",1,28-OCT-24
"1.2652016SP","2016SP","2","  2","Mechanical Engineering","2.965","2.965","1","  1","Civil and Environmental Eng","1.265","  1.265","Global Supply Chain Mgmt","1","Civil and Environmental Eng","Engineering","Arntzen, Bruce","995345772",4,28-OCT-24
"1.2652018SP","2018SP","SCM","SCM","Supply Chain Management","SCM.265","SCM.265","1","  1","Civil and Environmental Eng","1.265","  1.265","Global Supply Chain Mgmt","1","Civil and Environmental Eng","Engineering","Arntzen, Bruce","995345772",2,28-OCT-24
"1.2652019SP","2019SP","SCM","SCM","Supply Chain Management","SCM.265","SCM.265","1","  1","Civil and Environmental Eng","1.265","  1.265","Global Supply Chain Mgmt","1","Civil and Environmental Eng","Engineering","Arntzen, Bruce","995345772",1,28-OCT-24
"1.2702011FA","2011FA","ESD","ESD","Engineering Systems Division","ESD.273","ESD.273","1","  1","Civil and Environmental Eng","1.270","  1.270","Logistics & Supply Chain Mgmt","1","Civil and Environmental Eng","Engineering","Simchi-Levi, David","900051217",7,28-OCT-24
"1.2712013SP","2013SP","15"," 15","Management","15.764","15.764","1","  1","Civil and Environmental Eng","1.271","  1.271","Theory of Operations Mgmt","1","Civil and Environmental Eng","Engineering","Ashlagi, Ital","916615103",2,28-OCT-24
"1.2712014SP","2014SP","15"," 15","Management","15.764","15.764","1","  1","Civil and Environmental Eng","1.271","  1.271","Theory of Operations Mgmt","1","Civil and Environmental Eng","Engineering","Zheng, Yanchong","927883688",5,28-OCT-24
"1.2712016SP","2016SP","15"," 15","Management","15.764","15.764","1","  1","Civil and Environmental Eng","1.271","  1.271","Theory of Operations Mgmt","1","Civil and Environmental Eng","Engineering","Simchi-Levi, David","900051217",1,28-OCT-24
"1.2712017SP","2017SP","15"," 15","Management","15.764","15.764","1","  1","Civil and Environmental Eng","1.271","  1.271","Theory of Operations Mgmt","1","Civil and Environmental Eng","Engineering","Trichakis, Nikolaos","925855451",9,28-OCT-24
"1.2712018SP","2018SP","15"," 15","Management","15.764","15.764","1","  1","Civil and Environmental Eng","1.271","  1.271","Theory of Operations Mgmt","1","Civil and Environmental Eng","Engineering","Zheng, Yanchong","927883688",4,28-OCT-24
"1.2712019SP","2019SP","15"," 15","Management","15.764","15.764","1","  1","Civil and Environmental Eng","1.271","  1.271","Theory of Operations Mgmt","1","Civil and Environmental Eng","Engineering","Golrezaei, Negin","924953659",8,28-OCT-24
"1.2712020SP","2020SP","15"," 15","Management","15.764","15.764","1","  1","Civil and Environmental Eng","1.271","  1.271","Theory of Operations Mgmt","1","Civil and Environmental Eng","Engineering","Trichakis, Nikolaos","925855451",7,28-OCT-24
"1.2712021SP","2021SP","15"," 15","Management","15.764","15.764","1","  1","Civil and Environmental Eng","1.271","  1.271","Theory of Operations Mgmt","1","Civil and Environmental Eng","Engineering","Freund, Daniel","924504506",6,28-OCT-24
"1.2732009SP","2009SP","15"," 15","Management","15.762","15.762","1","  1","Civil and Environmental Eng","1.273","  1.273","Supply Chain Planning","1","Civil and Environmental Eng","Engineering","Graves, Stephen","900009479",3,28-OCT-24
"1.2732012SP","2012SP","15"," 15","Management","15.762","15.762","1","  1","Civil and Environmental Eng","1.273","  1.273","Supply Chain Planning","1","Civil and Environmental Eng","Engineering","Graves, Stephen","900009479",3,28-OCT-24
"1.2732013SP","2013SP","15"," 15","Management","15.762","15.762","1","  1","Civil and Environmental Eng","1.273","  1.273","Supply Chain Planning","1","Civil and Environmental Eng","Engineering","Graves, Stephen","900009479",3,28-OCT-24
"1.2732014SP","2014SP","15"," 15","Management","15.762","15.762","1","  1","Civil and Environmental Eng","1.273","  1.273","Supply Chain Planning","1","Civil and Environmental Eng","Engineering","De Treville, Suzanne","900021116",2,28-OCT-24
"1.2732016SP","2016SP","15"," 15","Management","15.762","15.762","1","  1","Civil and Environmental Eng","1.273","  1.273","Supply Chain Planning","1","Civil and Environmental Eng","Engineering","Simchi-Levi, David","900051217",8,28-OCT-24
"1.2732017SP","2017SP","15"," 15","Management","15.762","15.762","1","  1","Civil and Environmental Eng","1.273","  1.273","Supply Chain Planning","1","Civil and Environmental Eng","Engineering","Lee, Deishin","968156590",27,28-OCT-24
"1.2732021SP","2021SP","15"," 15","Management","15.762","15.762","1","  1","Civil and Environmental Eng","1.273","  1.273","Supply Chain Planning","1","Civil and Environmental Eng","Engineering","Willems, Sean","988746920",7,28-OCT-24
"1.2742012SP","2012SP","15"," 15","Management","15.763","15.763","1","  1","Civil and Environmental Eng","1.274","  1.274","Mfg Sys & Supply Chain Design","1","Civil and Environmental Eng","Engineering","Graves, Stephen","900009479",0,28-OCT-24
"1.2742014SP","2014SP","15"," 15","Management","15.763","15.763","1","  1","Civil and Environmental Eng","1.274","  1.274","Mfg Sys & Supply Chain Design","1","Civil and Environmental Eng","Engineering","De Treville, Suzanne","900021116",2,28-OCT-24
"1.2742016SP","2016SP","15"," 15","Management","15.763","15.763","1","  1","Civil and Environmental Eng","1.274","  1.274","Mfg Sys & Supply Chain Design","1","Civil and Environmental Eng","Engineering","Simchi-Levi, David","900051217",10,28-OCT-24
"1.2742017SP","2017SP","15"," 15","Management","15.763","15.763","1","  1","Civil and Environmental Eng","1.274","  1.274","Mfg Sys & Supply Chain Design","1","Civil and Environmental Eng","Engineering","Lee, Deishin","968156590",29,28-OCT-24
"1.2742021SP","2021SP","15"," 15","Management","15.763","15.763","1","  1","Civil and Environmental Eng","1.274","  1.274","Mfg Sys & Supply Chain Design","1","Civil and Environmental Eng","Engineering","Trichakis, Nikolaos","925855451",6,28-OCT-24
"1.2752016SP","2016SP","ESD","ESD","Engineering Systems Division","ESD.762","ESD.762","1","  1","Civil and Environmental Eng","1.275","  1.275","Business& Operations Analytics","1","Civil and Environmental Eng","Engineering","Simchi-Levi, David","900051217",18,28-OCT-24
"1.2752019SP","2019SP","IDS","IDS","Inst for Data, Syst, & Soc","IDS.305","IDS.305","1","  1","Civil and Environmental Eng","1.275","  1.275","Business& Operations Analytics","1","Civil and Environmental Eng","Engineering","Simchi-Levi, David","900051217",27,28-OCT-24
"1.2752020SP","2020SP","IDS","IDS","Inst for Data, Syst, & Soc","IDS.305","IDS.305","1","  1","Civil and Environmental Eng","1.275","  1.275","Business& Operations Analytics","1","Civil and Environmental Eng","Engineering","Simchi-Levi, David","900051217",17,28-OCT-24
"1.2752021SP","2021SP","IDS","IDS","Inst for Data, Syst, & Soc","IDS.305","IDS.305","1","  1","Civil and Environmental Eng","1.275","  1.275","Business& Operations Analytics","1","Civil and Environmental Eng","Engineering","Simchi-Levi, David","900051217",15,28-OCT-24
"1.2842012SP","2012SP","11"," 11","Urban Studies and Planning","11.481","11.481","1","  1","Civil and Environmental Eng","1.284","  1.284","Analyzing Regional Econ Change","1","Civil and Environmental Eng","Engineering","Polenske, Karen","900027714",1,28-OCT-24
"1.2842013SP","2013SP","11"," 11","Urban Studies and Planning","11.481","11.481","1","  1","Civil and Environmental Eng","1.284","  1.284","Analyzing Regional Econ Change","1","Civil and Environmental Eng","Engineering","Polenske, Karen","900027714",1,28-OCT-24
"1.2842014SP","2014SP","11"," 11","Urban Studies and Planning","11.481","11.481","1","  1","Civil and Environmental Eng","1.284","  1.284","Analyzing Regional Econ Change","1","Civil and Environmental Eng","Engineering","Polenske, Karen","900027714",0,28-OCT-24
"1.2852011FA","2011FA","11"," 11","Urban Studies and Planning","11.482","11.482","1","  1","Civil and Environmental Eng","1.285","  1.285","Reg Socioecon Impact Analyses","1","Civil and Environmental Eng","Engineering","Polenske, Karen","900027714",0,28-OCT-24
"1.2852013FA","2013FA","11"," 11","Urban Studies and Planning","11.482","11.482","1","  1","Civil and Environmental Eng","1.285","  1.285","Reg Socioecon Impact Analyses","1","Civil and Environmental Eng","Engineering","Polenske, Karen","900027714",2,28-OCT-24
"1.2862016FA","2016FA","11"," 11","Urban Studies and Planning","11.477","11.477","1","  1","Civil and Environmental Eng","1.286","  1.286","Energy & Infrastructure Tech","1","Civil and Environmental Eng","Engineering","Hsu, Yuin-Jen","912831495",2,28-OCT-24
"1.2862018FA","2018FA","11"," 11","Urban Studies and Planning","11.477","11.477","1","  1","Civil and Environmental Eng","1.286","  1.286","Energy & Infrastructure Tech","1","Civil and Environmental Eng","Engineering","Hsu, Yuin-Jen","912831495",1,28-OCT-24
"1.2862020FA","2020FA","11"," 11","Urban Studies and Planning","11.477","11.477","1","  1","Civil and Environmental Eng","1.286","  1.286","Energy & Infrastructure Tech","1","Civil and Environmental Eng","Engineering","Hsu, Yuin-Jen","912831495",1,28-OCT-24
"1.2862021FA","2021FA","11"," 11","Urban Studies and Planning","11.477","11.477","1","  1","Civil and Environmental Eng","1.286","  1.286","Energy & Infrastructure Tech","1","Civil and Environmental Eng","Engineering","Hsu, Yuin-Jen","912831495",5,28-OCT-24
"1.342008SP","2008SP","1","  1","Civil and Environmental Eng","1.34","1.34","1","  1","Civil and Environmental Eng","1.34","  1.34","Waste Containment & Remed Tech","1","Civil and Environmental Eng","Engineering","Shanahan, Peter","900043681",14,28-OCT-24
"1.342009SP","2009SP","1","  1","Civil and Environmental Eng","1.34","1.34","1","  1","Civil and Environmental Eng","1.34","  1.34","Waste Containment & Remed Tech","1","Civil and Environmental Eng","Engineering","Shanahan, Peter","900043681",17,28-OCT-24
"1.342010SP","2010SP","1","  1","Civil and Environmental Eng","1.34","1.34","1","  1","Civil and Environmental Eng","1.34","  1.34","Waste Containment & Remed Tech","1","Civil and Environmental Eng","Engineering","Langseth, David","993378628",8,28-OCT-24
"1.342011SP","2011SP","1","  1","Civil and Environmental Eng","1.34","1.34","1","  1","Civil and Environmental Eng","1.34","  1.34","Waste Containment & Remed Tech","1","Civil and Environmental Eng","Engineering","Langseth, David","993378628",7,28-OCT-24
"1.342012SP","2012SP","1","  1","Civil and Environmental Eng","1.34","1.34","1","  1","Civil and Environmental Eng","1.34","  1.34","Waste Containment & Remed Tech","1","Civil and Environmental Eng","Engineering","Langseth, David","993378628",14,28-OCT-24
"1.342013SP","2013SP","1","  1","Civil and Environmental Eng","1.34","1.34","1","  1","Civil and Environmental Eng","1.34","  1.34","Waste Containment & Remed Tech","1","Civil and Environmental Eng","Engineering","Langseth, David","993378628",10,28-OCT-24
"1.342014SP","2014SP","1","  1","Civil and Environmental Eng","1.34","1.34","1","  1","Civil and Environmental Eng","1.34","  1.34","Waste Containment & Remed Tech","1","Civil and Environmental Eng","Engineering","Langseth, David","993378628",10,28-OCT-24
"1.3612018FA","2018FA","1","  1","Civil and Environmental Eng","1.032","1.032","1","  1","Civil and Environmental Eng","1.361","  1.361","Advanced Soil Mechanics","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",4,28-OCT-24
"1.3612019FA","2019FA","1","  1","Civil and Environmental Eng","1.032","1.032","1","  1","Civil and Environmental Eng","1.361","  1.361","Advanced Soil Mechanics","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",4,28-OCT-24
"1.3612020FA","2020FA","1","  1","Civil and Environmental Eng","1.032","1.032","1","  1","Civil and Environmental Eng","1.361","  1.361","Advanced Soil Mechanics","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",1,28-OCT-24
"1.3612021FA","2021FA","1","  1","Civil and Environmental Eng","1.032","1.032","1","  1","Civil and Environmental Eng","1.361","  1.361","Advanced Soil Mechanics","1","Civil and Environmental Eng","Engineering","Whittle, Andrew","900012511",3,28-OCT-24
"1.372011FA","2011FA","1","  1","Civil and Environmental Eng","1.37","1.37","1","  1","Civil and Environmental Eng","1.37","  1.37","Geotech Msrmt & Exploration","1","Civil and Environmental Eng","Engineering","Germaine, John","900015686",4,28-OCT-24
"1.372012FA","2012FA","1","  1","Civil and Environmental Eng","1.37","1.37","1","  1","Civil and Environmental Eng","1.37","  1.37","Geotech Msrmt & Exploration","1","Civil and Environmental Eng","Engineering","Germaine, John","900015686",4,28-OCT-24
"1.372016FA","2016FA","1","  1","Civil and Environmental Eng","1.37","1.37","1","  1","Civil and Environmental Eng","1.37","  1.37","Geotech Msrmt & Exploration","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",2,28-OCT-24
"1.382009FA","2009FA","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",8,28-OCT-24
"1.382010FA","2010FA","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",10,28-OCT-24
"1.382012FA","2012FA","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",8,28-OCT-24
"1.382013FA","2013FA","1","  1","Civil and Environmental Eng","1.38","1.38","1","  1","Civil and Environmental Eng","1.38","  1.38","Engineering Geology","1","Civil and Environmental Eng","Engineering","Einstein, Herbert","900012303",10,28-OCT-24
